user_id,rec_1,rec_2,rec_3
17360,2407,389,960
17361,14,28,16
17362,1768,1343,2658
17363,134,309,73
17364,16,9,4
17365,46,1,57
17366,8,177,94
17367,1,3,12
17368,72,176,349
17369,4,1,5
17370,146,437,318
17371,1342,1368,429
17372,4,22,57
17373,4,5,11
17374,1,19,14
17375,5,4,19
17376,1,4,25
17377,11,1,16
17378,25,18,24
17379,33,15,3
17380,176,243,553
17381,4,31,22
17382,1291,1,1336
17383,235,112,30
17384,46,47,16
17385,1,17,2
17386,51,134,153
17387,2,32,54
17388,143,30,235
17389,4,2,8
17390,262,235,1220
17391,2,28,1
17392,4,33,38
17393,7,297,54
17394,4,11,20
17395,2,1,4
17396,7,2,13
17397,5,55,130
17398,15,10,33
17399,7,3,5
17400,5,8,4
17401,4,10,2
17402,232,28,1
17403,4,5,29
17404,4,1,2
17405,4,16,11
17406,2,1,4
17407,2,28,4
17408,2,29,5
17409,7,48,16
17410,307,167,39
17411,1,8,11
17412,1,3,10
17413,61,143,262
17414,21,12,51
17415,13,32,19
17416,48,131,7
17417,1,2,17
17418,7,12,42
17419,334,938,861
17420,5,8,37
17421,1,37,59
17422,7,2,13
17423,42,28,14
17424,4,5,13
17425,2,24,27
17426,4,5,13
17427,70,110,528
17428,4030,1,18
17429,4,5,28
17430,13,14,54
17431,51,3,134
17432,7,13,5
17433,1,46,33
17434,4,5,11
17435,1,17,5
17436,18,25,24
17437,4,14,28
17438,2,7,19
17439,49,3326,12
17440,2,4,5
17441,134,153,309
17442,4,1,64
17443,33,5,1
17444,1,2,17
17445,31,4,30
17446,232,7,168
17447,2,42,14
17448,7,19,2
17449,2,37,7
17450,4,5,15
17451,844,296,728
17452,5,2,11
17453,28,8,32
17454,4,5,14
17455,13,5,8
17456,134,17,20
17457,4,8,13
17458,4,10,5
17459,30,112,262
17460,4,3455,16
17461,1,814,543
17462,1119,25,21
17463,2,17,9
17464,5,1,22
17465,1,17,23
17466,18,24,1
17467,1,2,17
17468,157,454,50
17469,2351,1,72
17470,46,57,1
17471,51,12,153
17472,4,5,8
17473,23,25,2
17474,54,14,4
17475,46,4,17
17476,5,15,17
17477,13,14,65
17478,13,7,54
17479,15,14,29
17480,2,1,13
17481,12,2,23
17482,1,59,28
17483,7,19,54
17484,13,14,8
17485,7,13,14
17486,16,57,38
17487,6,1,12
17488,5,8,14
17489,2,3,18
17490,6,30,112
17491,752,842,393
17492,7,37,42
17493,4,1,5
17494,206,51,2
17495,1423,1248,232
17496,18,2,23
17497,21,176,305
17498,2308,3939,2022
17499,2,37,18
17500,146,318,320
17501,2,15,63
17502,48,14,155
17503,1694,1821,1959
17504,1,17,20
17505,1,51,12
17506,18,24,13
17507,2,661,545
17508,36,12,37
17509,1,17,3
17510,4230,5136,41
17511,37,13,28
17512,52,56,49
17513,7,4,2
17514,59,85,549
17515,39,1,2
17516,4,2,1
17517,454,728,1632
17518,12,69,1
17519,50,2,4
17520,2,1,7
17521,553,1208,670
17522,1,4,5
17523,2,28,32
17524,1924,54,2109
17525,175,151,163
17526,2,8,10
17527,4,33,16
17528,7,58,2
17529,4,31,11
17530,2,11,7
17531,4,2,59
17532,1,25,17
17533,1,2,18
17534,11,4,46
17535,18,23,4
17536,57,16,8
17537,339,2,42
17538,61,143,235
17539,31,33,11
17540,13,4,5
17541,1,2,17
17542,2,24,18
17543,4,5,37
17544,2,1,3
17545,549,876,454
17546,2489,2677,2470
17547,2043,2489,2470
17548,1,33,5
17549,46,22,38
17550,11,16,118
17551,12,69,51
17552,1,25,17
17553,1,31,10
17554,1,12,210
17555,28,7,32
17556,1,7,16
17557,50,2,37
17558,30,262,143
17559,4,5,8
17560,889,841,2545
17561,153,2,3
17562,2,17,20
17563,4,42,5
17564,27,5,31
17565,2,4,1
17566,4,1,3
17567,32,19,29
17568,3,6,36
17569,1211,296,679
17570,30,100,22
17571,2,1,4
17572,23,419,202
17573,7,2,13
17574,14,13,4
17575,57,33,61
17576,1226,7574,7512
17577,8,5,54
17578,1,7,5
17579,17,18,24
17580,14,19,29
17581,70,54,126
17582,4,16,5
17583,1,3,17
17584,3,57,1
17585,1,4,2
17586,105,3,2
17587,31,2,30
17588,1,12,17
17589,862,3965,1356
17590,175,214,159
17591,4,31,46
17592,5,31,46
17593,4,31,16
17594,143,262,1
17595,3,8,28
17596,2,1,7
17597,13,28,14
17598,2,25,21
17599,19,70,4
17600,4,6,16
17601,30,235,320
17602,2,22,13
17603,4,5,2
17604,1,17,20
17605,5,32,55
17606,2,7,21
17607,1,6,30
17608,17,20,33
17609,8,45,15
17610,11,46,22
17611,2489,1343,2936
17612,1,59,7
17613,14,33,45
17614,7,19,54
17615,5,4,8
17616,61,143,4
17617,5,55,19
17618,7250,2,871
17619,4,5,1
17620,28,14,13
17621,1479,2518,2631
17622,54,19,1
17623,2,7,19
17624,2,7,13
17625,5,4,10
17626,4,556,578
17627,4,1,2
17628,389,565,603
17629,12,51,3
17630,2,18,24
17631,675,865,1208
17632,1,2,31
17633,28,54,32
17634,5,8,4
17635,16,1,31
17636,4,5,8
17637,2501,2718,2470
17638,1,17,4
17639,25,27,21
17640,13,126,14
17641,18,23,7
17642,13,4,8
17643,72,168,28
17644,1,5,7
17645,20,4,26
17646,2930,2126,246
17647,6763,8256,7911
17648,4,28,48
17649,7,24,28
17650,1,17,30
17651,442,2,28
17652,5,26,31
17653,562,2407,2518
17654,4,37,10
17655,4,2,31
17656,12,69,1
17657,2,1,192
17658,51,183,202
17659,31,7,26
17660,4,5,8
17661,1,15,37
17662,180,4,8
17663,59,50,102
17664,4,13,7
17665,31,11,22
17666,1513,4425,889
17667,4,5,13
17668,13,14,19
17669,108,411,509
17670,1,2,18
17671,18,25,23
17672,31,11,4
17673,13,14,4
17674,2043,1924,1768
17675,2,4,18
17676,5,37,26
17677,143,146,31
17678,2,13,9
17679,16,150,100
17680,5,29,28
17681,2,13,7
17682,7328,7132,8615
17683,16,8,1
17684,1,5,28
17685,1,2,4
17686,3653,266,2746
17687,13,70,1
17688,31,46,4
17689,2,5,10
17690,1,4,46
17691,30,1,31
17692,4,18,1
17693,5,9,26
17694,28,11,32
17695,5,16,11
17696,1,3,22
17697,7,2271,2086
17698,19,13,2
17699,5,31,1
17700,578,609,54
17701,1,7,25
17702,2,32,7
17703,59,37,102
17704,21,27,16
17705,4,5,31
17706,2,4,26
17707,32,58,26
17708,4,8,18
17709,54,1654,84
17710,1127,481,1394
17711,1,17,20
17712,5,7,29
17713,4,1,8
17714,4,8,2
17715,29,5,154
17716,8,32,1
17717,4,5,14
17718,5,22,42
17719,4,32,55
17720,5053,5208,776
17721,2,1,4
17722,4,10,5
17723,2,7,1480
17724,17,33,57
17725,1,25,27
17726,31,46,11
17727,13,28,55
17728,64,3,46
17729,55,14,5
17730,13,14,28
17731,15,33,46
17732,18,24,25
17733,3510,2341,3832
17734,1,5,37
17735,153,20,3
17736,4,1,50
17737,1,2,4
17738,2,1,7
17739,48,70,5
17740,1,2,23
17741,5,4,13
17742,1,17,18
17743,31,46,11
17744,1,4,46
17745,17,47,20
17746,11,2,15
17747,18,25,4
17748,5,7,29
17749,4,1,55
17750,2,278,4
17751,11,32,33
17752,17,20,31
17753,31,17,22
17754,5825,832,9488
17755,13,14,28
17756,143,4,146
17757,61,437,146
17758,1,31,2
17759,2,13,10
17760,2,4,37
17761,2,18,25
17762,2,10,15
17763,1,13,2
17764,2,4,24
17765,4,38,33
17766,15,2,16
17767,10,32,29
17768,8,14,32
17769,1,4,18
17770,46,22,11
17771,4,33,5
17772,32,16,2
17773,4,8,5
17774,11,5,46
17775,4,5,8
17776,26,57,22
17777,176,72,168
17778,4,5,8
17779,7,5,8
17780,3025,3515,1811
17781,7,191,65
17782,4,13,14
17783,603,598,1546
17784,12,3,52
17785,25,2,1
17786,4,18,24
17787,2,46,5
17788,4,2,1
17789,39,113,1768
17790,25,5,10
17791,86,9,16
17792,2,37,116
17793,12,105,149
17794,4,10,46
17795,243,915,703
17796,1,17,6
17797,2,15,10
17798,1932,2237,1840
17799,2,42,7
17800,13,28,29
17801,8,14,16
17802,2,25,21
17803,218,334,965
17804,13,11,55
17805,24,25,2
17806,4,2,11
17807,3660,191,54
17808,31,46,22
17809,14,7,2
17810,2,13,14
17811,4,11,12
17812,1858,31,2261
17813,1,2,3
17814,2,20,5
17815,281,1037,4590
17816,4,7,37
17817,143,30,1
17818,4,31,22
17819,589,965,1036
17820,2,8,17
17821,3,42,7
17822,454,549,876
17823,6,69,31
17824,13,32,28
17825,13,5,2
17826,1151,1067,996
17827,126,54,70
17828,1,20,4
17829,17,18,24
17830,7,17,19
17831,17,1,12
17832,2,11,31
17833,1228,4,19
17834,15,76,7
17835,15,37,42
17836,418,419,254
17837,4,2,5
17838,13,8,32
17839,30,313,438
17840,2094,2264,1
17841,2,30,11
17842,14,13,7
17843,26,9,28
17844,1390,1627,2964
17845,1,17,20
17846,13,5,14
17847,1022,252,12
17848,62,18,37
17849,4,2,15
17850,8,17,15
17851,865,1,967
17852,54,1,13
17853,143,61,30
17854,31,1,143
17855,183,351,759
17856,13,70,39
17857,33,28,100
17858,4,5,37
17859,134,3,418
17860,7,54,13
17861,1,17,46
17862,7,2,59
17863,281,222,628
17864,1374,389,2807
17865,13,39,18
17866,1,7,18
17867,11,46,22
17868,8,54,2
17869,28,22,15
17870,14,4,28
17871,13,7,54
17872,1,2,39
17873,30,267,318
17874,1,2,13
17875,2,12,18
17876,70,7,19
17877,13,14,8
17878,4,28,5
17879,2,237,349
17880,2,1,3
17881,1,6,3
17882,1,2,3
17883,16,115,67
17884,3280,902,2893
17885,7150,7574,7512
17886,2,8,15
17887,13,7,14
17888,7,70,19
17889,7,42,31
17890,58,125,2
17891,1,17,20
17892,888,391,1478
17893,1,3,2
17894,30,61,12
17895,14,28,32
17896,25,17,31
17897,2,37,7
17898,206,607,12
17899,549,876,59
17900,5,11,28
17901,21,1,41
17902,18,24,23
17903,12,202,52
17904,4,11,16
17905,224,309,12
17906,1,20,12
17907,15,8,28
17908,2,15,42
17909,210,134,224
17910,1,17,20
17911,539,942,363
17912,31,3,16
17913,1,2,3
17914,59,85,42
17915,2,15,37
17916,2,3,21
17917,5,13,14
17918,8,5,4
17919,7,2,19
17920,168,54,13
17921,1,31,26
17922,30,112,1
17923,2,4,14
17924,450,1479,330
17925,16,4,31
17926,3990,4425,4867
17927,4,13,28
17928,1,30,4
17929,30,1,6
17930,7,19,126
17931,2,1,25
17932,1,2,18
17933,61,1,6
17934,59,102,50
17935,1249,110,960
17936,17,36,28
17937,59,102,579
17938,1,5,11
17939,33,1,3
17940,1,17,20
17941,5,2,32
17942,54,13,18
17943,4,5,2
17944,58,113,63
17945,5,14,28
17946,31,2,46
17947,31,12,56
17948,33,291,150
17949,51,153,309
17950,33,2,15
17951,143,61,146
17952,22,1,2
17953,1,4,5
17954,4,1,8
17955,1,4,59
17956,5,4,8
17957,8,11,1
17958,41,12,4
17959,4,5,13
17960,4,28,14
17961,4,5,1
17962,17,4,18
17963,805,783,1093
17964,59,2,15
17965,22,5,8
17966,4,7,37
17967,11,22,16
17968,50,4,18
17969,1423,1589,1360
17970,5,13,14
17971,2,11,8
17972,5,11,10
17973,13,4,28
17974,7,13,1
17975,7,8,28
17976,18,24,25
17977,4,33,1
17978,31,100,66
17979,31,46,11
17980,4,2,5
17981,12,69,73
17982,4,29,2
17983,4085,336,242
17984,5,38,26
17985,4,55,1
17986,4,36,5
17987,19,4,54
17988,1,17,2
17989,51,153,134
17990,4,42,2
17991,4,37,15
17992,20,14,5
17993,30,143,6
17994,54,25,27
17995,1,16,9
17996,13,4,2
17997,2,18,23
17998,123,227,281
17999,32,45,46
18000,2,7,27
18001,4,2,15
18002,13,28,14
18003,14,13,7
18004,13,14,32
18005,5665,6212,4240
18006,127,211,247
18007,4,5,18
18008,6,31,36
18009,4,5,14
18010,42,11,63
18011,18,24,25
18012,262,146,31
18013,4,31,37
18014,4,2,11
18015,2,4,32
18016,7,19,28
18017,1,2,4
18018,42,5,1
18019,13,28,32
18020,6,30,262
18021,37,4,7
18022,2,17,6
18023,2,54,18
18024,2549,3510,2614
18025,33,10,42
18026,51,134,12
18027,8,31,33
18028,1,12,6
18029,33,13,32
18030,2,37,28
18031,2,8,42
18032,4959,8301,8579
18033,2,12,18
18034,4680,4308,4065
18035,13,14,7
18036,31,4,12
18037,31,4,16
18038,2,3,52
18039,5,18,3
18040,59,7,18
18041,28,5,4
18042,33,30,5
18043,4,2,5
18044,26,4,12
18045,4,2,10
18046,22,2,15
18047,14,8,5
18048,54,13,432
18049,7,19,54
18050,14,28,15
18051,419,51,814
18052,2,5,19
18053,42,10,5
18054,4276,4700,4627
18055,1,2,17
18056,549,876,296
18057,349,967,865
18058,31,4,3
18059,2407,2081,3309
18060,2,18,1
18061,4,16,57
18062,4,5,11
18063,31,6,16
18064,4801,3183,4281
18065,4,7,5
18066,23,2,1
18067,126,7,19
18068,9,22,11
18069,5,13,8
18070,4,18,24
18071,1,2,7
18072,1450,70,450
18073,1,4,9
18074,46,67,15
18075,4,28,29
18076,2751,2,1617
18077,16,15,48
18078,1,11,30
18079,1506,1663,2902
18080,20,52,49
18081,6377,3982,3198
18082,917,192,389
18083,30,267,1
18084,4871,4619,5818
18085,1,4,17
18086,59,28,58
18087,528,722,1023
18088,33,57,4
18089,1818,2287,904
18090,20,151,214
18091,141,3191,2767
18092,4,11,5
18093,4,25,29
18094,13,14,5
18095,942,218,1769
18096,51,2,23
18097,8,28,13
18098,2,5,42
18099,61,1,4
18100,2,7,4
18101,18,17,153
18102,11,46,61
18103,161,4,13
18104,2,1,7
18105,1,2,17
18106,296,364,454
18107,13,7,14
18108,11,5,42
18109,4,5,25
18110,2167,12,51
18111,1,4,1627
18112,54,2271,1342
18113,4,14,8
18114,1827,1975,1977
18115,11,5,57
18116,3965,4025,2596
18117,70,1,39
18118,1838,1876,2135
18119,13,1,2
18120,28,32,29
18121,4,1,13
18122,46,4,30
18123,4,9,35
18124,26,30,8
18125,3,4,1
18126,5,46,16
18127,4,2,5
18128,46,12,16
18129,393,752,51
18130,28,14,8
18131,3,3832,3990
18132,1,17,20
18133,28,14,15
18134,25,21,27
18135,1,31,47
18136,1,235,262
18137,4,28,14
18138,31,20,4
18139,13,14,7
18140,168,349,911
18141,4,59,31
18142,51,134,153
18143,3,12,543
18144,1,17,20
18145,37,7,5
18146,1,6,17
18147,14,19,70
18148,1606,1959,1612
18149,143,30,437
18150,31,2,11
18151,18,23,24
18152,31,1,46
18153,5,10,15
18154,4,1,13
18155,2,43,55
18156,14,28,8
18157,1336,96,34
18158,11,5,16
18159,1,17,20
18160,16,4,1
18161,1,17,20
18162,4,47,67
18163,5,24,25
18164,61,267,235
18165,2944,722,7
18166,5,2,50
18167,865,1248,488
18168,4,5,1
18169,3000,2469,429
18170,7,11,29
18171,59,2,102
18172,12,632,327
18173,59,18,24
18174,2751,2574,1600
18175,32,7,15
18176,4,14,8
18177,517,589,1285
18178,31,235,318
18179,33,17,20
18180,5,59,28
18181,2,4,9
18182,13,14,28
18183,1,17,20
18184,18,23,24
18185,51,153,134
18186,28,5,8
18187,3,2,17
18188,72,168,176
18189,4,1,9
18190,4,5,37
18191,8,14,5
18192,57,1,42
18193,8,2,32
18194,61,31,1
18195,2,15,251
18196,32,18,65
18197,1,31,47
18198,4,31,100
18199,31,4,46
18200,13,8,2
18201,13,18,24
18202,32,11,16
18203,2,4,31
18204,2,4,7
18205,7150,6762,4022
18206,11,2,4
18207,4,2,5
18208,31,46,11
18209,14,5,8
18210,31,46,57
18211,16,1,4
18212,3,52,5548
18213,33,111,81
18214,1,2,17
18215,141,61,1
18216,18,23,7
18217,48,65,32
18218,54,70,894
18219,6,7,31
18220,13,14,28
18221,2,4,28
18222,33,57,22
18223,72,7,19
18224,14,10,37
18225,4,59,2
18226,2,4,5
18227,7,13,4
18228,210,384,394
18229,2881,5099,4565
18230,13,16,32
18231,581,252,393
18232,1181,2094,2264
18233,19,48,29
18234,1,2,31
18235,16,18,14
18236,16,8,5
18237,126,14,55
18238,7,37,12
18239,7,14,28
18240,13,19,28
18241,13,8,5
18242,5,14,28
18243,4,1,11
18244,4,31,1
18245,8,14,28
18246,1,18,2
18247,19,4,26
18248,4425,4867,5370
18249,23,12,51
18250,2,3,4
18251,2,16,14
18252,7,2,4
18253,52,56,7
18254,28,58,29
18255,13,1,14
18256,4,19,2
18257,102,50,296
18258,30,112,267
18259,1,2,30
18260,549,339,59
18261,59,2,102
18262,176,1123,168
18263,4,14,2
18264,31,112,2
18265,4,12,7
18266,4,33,5
18267,2,1,5
18268,2,4,5
18269,4,2,11
18270,1,3,17
18271,30,1,31
18272,607,202,3
18273,7,37,19
18274,2,1,4
18275,3705,3870,3366
18276,30,143,61
18277,389,862,192
18278,4,5,7
18279,33,8,15
18280,13,1,23
18281,16,61,1
18282,11,8,2
18283,51,21,153
18284,5,28,29
18285,1,2,4
18286,4,8,13
18287,4,5,2
18288,12,6,69
18289,28,17,32
18290,4,5,8
18291,29,113,15
18292,4,5,13
18293,2,13,14
18294,11,5,15
18295,2016,1479,1838
18296,8,13,14
18297,4,22,5
18298,39,110,215
18299,7976,4423,8822
18300,2,41,12
18301,4,37,2
18302,1,67,5
18303,8,18,24
18304,153,17,183
18305,2,3,41
18306,1,2,18
18307,2,18,23
18308,11,33,16
18309,13,4,14
18310,2287,2306,2807
18311,4,16,2
18312,2,4,28
18313,28,15,29
18314,967,1123,488
18315,2,4,7
18316,2,1,4
18317,1,22,31
18318,31,57,46
18319,31,11,5
18320,1602,528,1479
18321,8,5,4
18322,7,37,5
18323,28,113,29
18324,11,8,93
18325,59,102,42
18326,55,8,5
18327,2,9,4
18328,14,54,25
18329,49,56,4895
18330,2,18,24
18331,251,364,661
18332,841,17,20
18333,4,7,13
18334,17,51,18
18335,3832,7600,12
18336,29,965,34
18337,13,8,18
18338,2,4,22
18339,31,15,55
18340,31,11,4
18341,2108,1756,3041
18342,2,18,24
18343,2,32,31
18344,7,232,54
18345,2930,871,2807
18346,28,2,16
18347,1,31,2
18348,4,5,10
18349,4,2,5
18350,1,38,5
18351,4,5,31
18352,1,861,1036
18353,11,4,33
18354,5,4,14
18355,143,31,1
18356,17,20,18
18357,330,39,192
18358,112,318,30
18359,7,58,33
18360,349,556,14
18361,4,57,5
18362,69,51,17
18363,22,4,9
18364,7,13,14
18365,4,5,8
18366,1,3,4
18367,488,1498,1339
18368,30,4,61
18369,2,1,5
18370,1,2,24
18371,865,915,944
18372,1,24,21
18373,37,93,2
18374,5,4,8
18375,4,7,17
18376,4,2,16
18377,13,14,28
18378,2,21,27
18379,4,5,13
18380,549,7,876
18381,4,1,25
18382,102,549,50
18383,1,70,25
18384,48,29,55
18385,2,7,4
18386,2,10,37
18387,207,16,22
18388,32,10,18
18389,4,59,50
18390,5,8,38
18391,5,58,125
18392,2,50,31
18393,12,6,69
18394,11,4,33
18395,19,29,16
18396,2,11,33
18397,32,43,29
18398,1,17,20
18399,1,4,59
18400,5,8,11
18401,4,305,1
18402,59,2,50
18403,11,4,344
18404,7,19,4
18405,7,19,2
18406,50,85,157
18407,1,11,16
18408,2,1,4
18409,13,8,4
18410,1,2,3
18411,8,10,15
18412,4,5,1827
18413,1,2,4
18414,661,728,102
18415,31,146,112
18416,22,33,16
18417,22,100,67
18418,4,31,16
18419,7,55,19
18420,2,4,1
18421,28,31,9
18422,2,1,17
18423,4,2,93
18424,112,313,459
18425,18,24,5
18426,17,37,157
18427,41,69,4
18428,31,61,11
18429,1,17,20
18430,4619,4065,5522
18431,7,23,13
18432,30,16,150
18433,31,46,16
18434,54,65,48
18435,1,51,12
18436,31,46,11
18437,28,14,13
18438,134,105,73
18439,35,11,4
18440,30,6,31
18441,24,91,53
18442,2,1,3
18443,13,4,14
18444,12,418,309
18445,183,351,105
18446,2,7,1
18447,33,13,42
18448,1,4,9
18449,54,168,4
18450,31,11,46
18451,7,19,26
18452,1654,2081,389
18453,3,210,183
18454,13,4,5
18455,5,8,13
18456,4,5,14
18457,8,5,4
18458,8,14,2
18459,4,168,1
18460,8,13,4
18461,7,19,3990
18462,14,4,8
18463,2,3,9
18464,21,27,3
18465,5,16,18
18466,143,146,30
18467,4,2,1
18468,31,18,24
18469,318,320,112
18470,61,30,1
18471,5411,6761,12
18472,7512,5171,8008
18473,528,746,949
18474,1600,3705,4025
18475,42,29,15
18476,262,235,112
18477,4,8,58
18478,15,32,16
18479,2,31,11
18480,5,4,8
18481,4,40,2
18482,2,1,3
18483,6143,4656,5092
18484,3098,3162,6059
18485,14,28,32
18486,61,31,4
18487,70,126,7
18488,1,11,4
18489,1,8,19
18490,11,5,43
18491,13,16,19
18492,4,5,55
18493,8,13,5
18494,28,37,26
18495,2911,2,1
18496,14,32,16
18497,1390,1606,1694
18498,3,12,10
18499,18,24,21
18500,150,136,45
18501,16,1,2
18502,4,25,5
18503,8,15,1
18504,31,1,64
18505,22,57,18
18506,2184,1,2261
18507,3214,2059,2964
18508,18,27,21
18509,2,18,23
18510,7,19,14
18511,4,5,14
18512,7,28,37
18513,5522,5889,2405
18514,13,32,10
18515,4,8,55
18516,24,1249,21
18517,4,13,19
18518,1,17,20
18519,235,437,6
18520,24,27,2
18521,16,14,5
18522,143,30,320
18523,5,8,28
18524,7,19,36
18525,28,13,32
18526,4,5,28
18527,4,2,46
18528,5,8,13
18529,16,5,57
18530,4,59,9
18531,1,4,21
18532,1,17,12
18533,1,12,2
18534,3,1,2
18535,13,5,4
18536,1,5,28
18537,7,19,281
18538,1,2,4
18539,16,4,33
18540,3858,5307,4925
18541,4,2,1
18542,2,24,1
18543,4,31,1
18544,12,51,153
18545,262,112,231
18546,4,11,33
18547,31,235,112
18548,31,22,18
18549,267,318,235
18550,2,4,1
18551,4506,2398,336
18552,19,4,28
18553,46,3223,2184
18554,82,11,4
18555,12,309,600
18556,7,4,13
18557,1,4,9
18558,5,28,2
18559,112,313,30
18560,2,1,3
18561,27,25,3
18562,1653,1,2887
18563,262,235,146
18564,24,27,5
18565,1264,12,506
18566,37,19,28
18567,46,11,22
18568,949,192,1023
18569,50,157,844
18570,330,70,7
18571,134,183,153
18572,291,146,143
18573,4,13,14
18574,10,28,22
18575,2614,3819,4889
18576,5,13,15
18577,2,13,32
18578,1,17,20
18579,14,33,32
18580,24,36,14
18581,111,4,2
18582,2,24,27
18583,1,12,2
18584,46,3,57
18585,61,318,143
18586,86,2,4
18587,37,26,14
18588,16,9,4
18589,8,4,32
18590,24,18,23
18591,5218,6667,3001
18592,25,27,21
18593,19,54,8
18594,2,19,5
18595,6,1,17
18596,42,19,71
18597,5,4,8
18598,16,123,521
18599,15,2,16
18600,4,16,1
18601,1,13,14
18602,748,1,871
18603,2,7,37
18604,16,4,31
18605,2,31,4
18606,14,5,28
18607,12,539,34
18608,7,39,54
18609,2,1,37
18610,20,51,2
18611,7,19,14
18612,5,13,2
18613,21,488,9
18614,13,7,4
18615,168,578,1123
18616,705,4,28
18617,143,61,3244
18618,5,8,33
18619,29,5,7
18620,4,2,11
18621,32,58,48
18622,1,5,15
18623,48,113,4
18624,105,327,3
18625,18,23,24
18626,5,14,1
18627,7,55,65
18628,7,2,19
18629,9892,9676,4959
18630,4,5,8
18631,11,33,5
18632,20,5,18
18633,24,27,13
18634,86,343,9
18635,64,3,57
18636,2,1,17
18637,1,4,5
18638,8,22,38
18639,1,39,192
18640,4,50,14
18641,4,19,65
18642,65,48,2
18643,4,37,42
18644,45,57,46
18645,2271,429,3731
18646,5417,5176,5588
18647,10,16,11
18648,232,168,7
18649,8,14,29
18650,4,5,8
18651,7,54,19
18652,1,2,4
18653,4,13,5
18654,26,5,36
18655,4,2,5
18656,750,1556,12
18657,29,14,58
18658,774,581,252
18659,267,146,437
18660,4,11,5
18661,4,13,9
18662,1151,31,2
18663,31,1,4
18664,4,5,1
18665,146,320,267
18666,28,2,29
18667,22,17,30
18668,61,30,1
18669,17,18,25
18670,4,5,8
18671,26,64,47
18672,33,2,28
18673,2,28,11
18674,1,16,7549
18675,4,5,13
18676,46,15,42
18677,28,8,7
18678,1067,996,912
18679,3,52,49
18680,16,14,8
18681,46,11,4
18682,4,22,5
18683,22,1,46
18684,1,3,2
18685,2,29,15
18686,7,32,15
18687,2,1,4
18688,57,4,5
18689,4,37,85
18690,2,1,17
18691,5,32,26
18692,5,63,4
18693,876,728,2260
18694,2081,3309,1479
18695,4025,3198,2751
18696,59,454,1211
18697,1,28,14
18698,7,2,1
18699,7,19,14
18700,389,562,192
18701,5760,1553,2545
18702,3163,3162,3455
18703,8,2,37
18704,13,14,32
18705,15,42,1
18706,276,1128,2
18707,20,49,42
18708,27,4,5
18709,2,37,4
18710,1,168,553
18711,31,4,11
18712,15,2,131
18713,25,8,1
18714,1,2,3
18715,13,14,4
18716,2,19,1
18717,2,1,9
18718,1,3,56
18719,4,2,5
18720,891,2,1602
18721,18,24,23
18722,1273,3814,1513
18723,37,22,15
18724,1,18,7
18725,13,28,29
18726,2,3,11
18727,31,11,10
18728,11,33,46
18729,6143,3166,4656
18730,4,5,8
18731,2,5,13
18732,2862,3513,2657
18733,1,32,58
18734,4,5,10
18735,37,42,28
18736,15,10,14
18737,3710,1,1291
18738,27,21,25
18739,13,429,48
18740,1,17,20
18741,1,61,11
18742,11,33,22
18743,13,4,5
18744,1086,176,3990
18745,41,159,175
18746,8,5,127
18747,1,2,17
18748,36,59,3
18749,2,73,246
18750,46,38,16
18751,8,4,13
18752,2,18,25
18753,26,18,21
18754,262,235,112
18755,2,13,15
18756,4,33,5
18757,1,102,77
18758,18,27,2
18759,4,57,118
18760,5,31,17
18761,36,3,175
18762,4,5,16
18763,4,28,10
18764,143,267,318
18765,2,7,19
18766,5,13,28
18767,1,22,8
18768,19,28,14
18769,4,11,5
18770,8,32,29
18771,31,30,61
18772,3,31,46
18773,36,37,69
18774,2,24,7
18775,33,1,10
18776,3,37,7
18777,8,43,28
18778,33,11,2
18779,7,13,5
18780,2,3,4
18781,31,4,2
18782,33,42,22
18783,13,8,28
18784,3,52,56
18785,4,5,2
18786,100,5,22
18787,2,1,17
18788,1,18,21
18789,30,3,57
18790,1342,1343,1722
18791,18,23,27
18792,1480,41,8085
18793,143,262,112
18794,1,17,20
18795,143,46,12
18796,9,4,3
18797,123,227,9
18798,4,1,5
18799,2,4,1
18800,13,4,14
18801,1,17,18
18802,4,1,28
18803,17,18,20
18804,4,5,28
18805,55,4,1
18806,19,54,13
18807,58,55,116
18808,37,7,19
18809,42,16,28
18810,13,14,5
18811,14,28,8
18812,1,17,2
18813,14,28,8
18814,4,5,29
18815,7,28,37
18816,3025,1811,207
18817,55,15,7
18818,102,549,157
18819,24,2,4
18820,37,13,8
18821,4,116,13
18822,1295,676,861
18823,4,2,11
18824,2964,2835,2830
18825,4,24,5
18826,5,8,45
18827,1374,2056,39
18828,52,49,12
18829,2,24,9
18830,2,5,15
18831,8,7,13
18832,1,2,17
18833,1602,197,889
18834,13,7,14
18835,2,4,42
18836,1,30,57
18837,13,167,7
18838,862,917,859
18839,14,54,55
18840,45,33,2
18841,11,2,13
18842,2,32,14
18843,31,47,112
18844,8,13,14
18845,18,2,25
18846,8,5,13
18847,4,1,28
18848,19,2,8
18849,1636,2126,3408
18850,9,26,1902
18851,61,143,30
18852,4,15,8
18853,51,41,36
18854,57,22,5
18855,8,28,10
18856,2,18,25
18857,57,46,5
18858,12,6,91
18859,4,168,7
18860,915,1075,818
18861,24,2,1
18862,5,3,19
18863,1,17,20
18864,28,7,1
18865,11,22,4
18866,2,13,14
18867,565,510,165
18868,102,5,29
18869,14,8,5
18870,15,28,8
18871,31,2,16
18872,5,3,29
18873,31,46,100
18874,4,2,1
