book_id,isbn,title,original_title,original_publication_year,language_code,genre
2206,1609411153,Lies That Chelsea Handler Told Me,,2011.0,eng,Memorias
2207,1444705105,"Broken Harbour (Dublin Murder Squad, #4)",Broken Harbor,2012.0,eng,Misterio
2208,,"Down to You (The Bad Boys, #1)",Down to You,2013.0,eng,Romántica
2209,0517053616,The Complete Works,The Complete Works,1623.0,eng,Clásicos
2210,0061054887,The Dispossessed,The Dispossessed,1974.0,eng,Ciencia ficción
2211,1400031575,"Faceless Killers (Kurt Wallander, #1)",Mördare utan ansikte,1991.0,eng,Misterio
2212,0385528043,The Confession,The Confession,2010.0,eng,Thriller
2213,0425192032,Lightning,Lightning,1988.0,eng,Thriller
2214,1570425779,"Cat and Mouse (Alex Cross, #4)",Cat & Mouse,1997.0,eng,Thriller
2215,0142408808,"Superfudge (Fudge, #3)",Superfudge,1980.0,eng,Infantil
2216,0735221081,The Couple Next Door,The Couple Next Door,2016.0,eng,Thriller
2217,0061996181,"Hallowed (Unearthly, #2)",Hallowed,2012.0,eng,Juvenil
2218,031624662X,Ancillary Justice (Imperial Radch #1),Ancillary Justice,2013.0,eng,Ciencia ficción
2219,0765340747,"The Pillars of Creation (Sword of Truth, #7)",The Pillars of Creation,2001.0,eng,Fantasía
2220,0060566108,Built to Last: Successful Habits of Visionary Companies,Built to Last: Successful Habits of Visionary Companies,1994.0,eng,Negocios
2221,1616149981,The Life We Bury,The Life We Bury,2014.0,,Misterio
2222,1595547169,Fireproof,Fireproof,2008.0,eng,Ficción
2223,0140273344,"The Eagle Has Landed (Liam Devlin, #1)",The Eagle Has Landed,1975.0,,Thriller
2224,0425201376,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",The Lunatic Cafe,1996.0,eng,Fantasía
2225,0978970764,"John Dies at the End (John Dies at the End, #1)",John Dies at the End,2007.0,eng,Terror
2226,0345409469,The Demon-Haunted World: Science as a Candle in the Dark,The Demon-Haunted World: Science as a Candle in the Dark,1995.0,eng,Ciencia
2227,1906427135,Stolen: A Letter to My Captor,Stolen: A Letter to My Captor,2009.0,eng,Juvenil
2228,,Solaris,Solaris,1961.0,eng,Ciencia ficción
2229,1573225126,Prozac Nation,Prozac Nation,1994.0,eng,Memorias
2230,080508049X,The Black Cauldron (The Chronicles of Prydain #2),The Black Cauldron,1965.0,eng,Fantasía
2231,0525949690,This Is Your Brain on Music: The Science of a Human Obsession,This Is Your Brain on Music: The Science of a Human Obsession,2006.0,,Música
2232,0062294377,The First Phone Call from Heaven,The First Phone Call from Heaven,2013.0,eng,Ficción
2233,031242681X,Possible Side Effects,Possible Side Effects,2006.0,eng,Memorias
2234,1400065755,Still Life with Bread Crumbs,Still Life with Bread Crumbs,2014.0,eng,Ficción
2235,1579126243,"The A.B.C. Murders (Hercule Poirot, #13)",The ABC Murders,1936.0,eng,Misterio
2236,0310902711,Holy Bible: New International Version,Holy Bible: New International Version,1909.0,eng,Religión y espiritualidad
2237,0451235843,"Lover Reborn (Black Dagger Brotherhood, #10)",Lover Reborn,2012.0,eng,Romántica
2238,0380800829,"The Duke and I (Bridgertons, #1)",The Duke and I,2000.0,eng,Romántica
2239,0786930705,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Dragons of Spring Dawning,1985.0,eng,Fantasía
4146,0307381463,Nefertiti,Nefertiti,2007.0,eng,Ficción histórica
2240,0375508333,A Raisin in the Sun,A Raisin in the Sun,1959.0,,Clásicos
2241,0345457692,"Altered Carbon (Takeshi Kovacs, #1)",Altered Carbon,2002.0,eng,Ciencia ficción
2242,0425184226,"The Sum of All Fears (Jack Ryan Universe, #7)",The Sum of All Fears,1991.0,,Thriller
2243,,The Good Neighbor,,2015.0,eng,Thriller
2244,1607066920,"Saga, Vol. 2 (Saga, #2)","Saga, Volume Two",2013.0,eng,Cómic y novela gráfica
2245,0440241014,"The Enemy (Jack Reacher, #8)",The Enemy,2004.0,eng,Thriller
2246,0393244660,Flash Boys: A Wall Street Revolt,Flash Boys: A Wall Street Revolt,2014.0,eng,Negocios
2247,0375701214,The Diving Bell and the Butterfly,Le Scaphandre et le Papillon,1997.0,eng,Memorias
2248,0805096663,Killing Kennedy: The End of Camelot,Killing Kennedy: The End of Camelot,2012.0,eng,Historia
2249,0385539436,Rogue Lawyer,,2015.0,,Thriller
2250,076791936X,The Life and Times of the Thunderbolt Kid,The Life and Times of The Thunderbolt Kid: A Memoir,2006.0,,Memorias
2252,0006551815,"''Tis (Frank McCourt, #2)",'Tis: A Memoir,1999.0,eng,Memorias
2253,1400032059,1491: New Revelations of the Americas Before Columbus,1491: New Revelations of the Americas Before Columbus,2005.0,eng,Historia
2254,1250060559,"Fairest (The Lunar Chronicles, #3.5)",Fairest,2015.0,eng,Juvenil
2255,0679763309,An Unquiet Mind: A Memoir of Moods and Madness,An Unquiet Mind: A Memoir of Moods and Madness,1995.0,eng,Memorias
2256,1591451884,Jesus Calling: Enjoying Peace in His Presence,,2004.0,,Religión y espiritualidad
2257,0451218590,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,1962.0,eng,Clásicos
2258,0575077832,"The Last Wish (The Witcher, #1)",Ostatnie życzenie,1993.0,eng,Fantasía
2259,015603297X,Foucault's Pendulum,Il pendolo di Foucault,1988.0,eng,Ficción
2260,067056172X,A Pocket for Corduroy,A Pocket for Corduroy,1978.0,eng,Infantil
2261,1594831114,"The 5th Horseman (Women''s Murder Club, #5)",The 5th Horseman,2006.0,,Misterio
2262,0330493744,"Kushiel''s Dart (Phèdre''s Trilogy, #1)",Kushiel's Dart,2001.0,eng,Fantasía
2263,1595551387,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Bonhoeffer: Pastor, Martyr, Prophet, Spy",2009.0,eng,Biografía
2264,0345527712,"Explosive Eighteen (Stephanie Plum, #18)",Explosive Eighteen,2011.0,eng,Misterio
2265,0061449091,"Lies (Gone, #3)",Lies,2010.0,eng,Juvenil
2266,0875093663,The Pursuit of God,Pursuit of God,1948.0,,Religión y espiritualidad
2267,0373210361,"The Iron Knight (The Iron Fey, #4)",The Iron Knight,2011.0,eng,Juvenil
2268,0142004332,"Maisie Dobbs (Maisie Dobbs, #1)",Maisie Dobbs,2003.0,eng,Misterio
2269,0586217835,"Magician (The Riftwar Saga, #1-2)",Magician,1982.0,eng,Fantasía
2270,0385729367,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Forever in Blue: The Fourth Summer of the Sisterhood,2007.0,eng,Juvenil
2271,0552153257,"Feet of Clay (Discworld, #19; City Watch, #3)",Feet of Clay,1996.0,,Fantasía
2272,0307594777,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes",2005.0,eng,Thriller
2273,,The Butterfly Garden (The Collector #1),The Butterfly Garden,2016.0,eng,Thriller
2274,1842430343,Skinny Legs and All,Skinny Legs and All,1990.0,,Ficción
2275,0061583219,"Destined for an Early Grave (Night Huntress, #4)",Destined for an Early Grave,2009.0,eng,Fantasía
2276,,"In Flight (Up in the Air, #1)",In Flight,2012.0,eng,Romántica
2277,0316159794,"Cross (Alex Cross, #12)",Cross,2006.0,eng,Thriller
2278,0064472779,"All-American Girl (All-American Girl, #1)",All-American Girl,2002.0,eng,Juvenil
2279,0380713802,Neither Here nor There: Travels in Europe,Neither Here Nor There: Travels in Europe,1991.0,eng,Viajes
2280,0375832998,Boy Meets Boy,Boy Meets Boy,2003.0,eng,Juvenil
2281,0061941026,We Are Water,We Are Water,2013.0,eng,Ficción
2282,0316002895,"Max (Maximum Ride, #5)",Max ,2009.0,eng,Juvenil
2283,0312656262,"Halo (Halo, #1)",Halo,2010.0,eng,Juvenil
2284,0802142818,The Inheritance of Loss,The Inheritance of Loss,2006.0,eng,Ficción
2285,0586066888,"A Darkness At Sethanon (The Riftwar Saga, #4)",A Darkness at Sethanon ,1986.0,eng,Fantasía
2286,0812969901,The Sorrows of Young Werther,Die Leiden des jungen Werthers,1774.0,eng,Clásicos
2287,0061583073,"At Grave''s End (Night Huntress, #3)",At Grave's End,2008.0,eng,Fantasía
2288,0375758992,Don't Let's Go to the Dogs Tonight,Don't Let's Go to the Dogs Tonight: An African Childhood,2001.0,eng,Memorias
2289,0064404773,Beauty: A Retelling of the Story of Beauty and the Beast,Beauty: A Retelling of the Story of Beauty and the Beast,1978.0,eng,Fantasía
2290,0316069906,Eating Animals,Eating Animals,2009.0,eng,Ensayo
2291,0060577363,"Flyte (Septimus Heap, #2)",Flyte,2006.0,eng,Juvenil
2292,6140105234,ساق البامبو,ساق البامبو [Saq al-Bambu],2012.0,ara,Ficción
2293,0062026488,"The Girl of Fire and Thorns (Fire and Thorns, #1)",The Girl of Fire and Thorns,2011.0,eng,Fantasía
2294,0312650086,"Enclave (Razorland, #1)",Enclave,2011.0,eng,Ciencia ficción
2295,0802714625,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Longitude,1995.0,eng,Historia
2296,0751530492,"Unnatural Exposure (Kay Scarpetta, #8)",Unnatural Exposure,1997.0,eng,Thriller
2297,0553213482,Faust: First Part,Faust. Eine Tragödie,1808.0,eng,Clásicos
2298,0684818868,Lies My Teacher Told Me,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,1995.0,eng,Historia
2299,0553582461,"Fool''s Fate (Tawny Man, #3)",Fool's Fate,2003.0,,Fantasía
2300,1600102379,"Locke & Key, Vol. 1: Welcome to Lovecraft",Welcome to Lovecraft,2008.0,eng,Cómic y novela gráfica
2301,1406310263,"The Ask and the Answer (Chaos Walking, #2)",The Ask and the Answer,2009.0,eng,Ciencia ficción
2302,0446363251,Scarlett,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,1991.0,eng,Ficción histórica
2303,0425205673,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Bloody Bones,1996.0,eng,Fantasía
2304,0684843781,This Side of Paradise,This Side of Paradise,1920.0,eng,Clásicos
2305,0670023329,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,2012.0,eng,Biografía
2306,006057299X,"Every Which Way But Dead (The Hollows, #3)",Every Which Way But Dead,2005.0,eng,Fantasía
2307,1400068320,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Eligible,2016.0,eng,Ficción
2308,039333712X,Seven Days in the Art World,Seven Days in the Art World,2008.0,,Arte
2309,0007246226,The Children of Húrin,The Children of Húrin,2007.0,eng,Fantasía
2310,0785289089,The Total Money Makeover: A Proven Plan for Financial Fitness,The Total Money Makeover: A Proven Plan for Financial Fitness,2003.0,,Negocios
2311,0316058432,Mr. Popper's Penguins,Mr. Popper's Penguins,1938.0,eng,Infantil
2312,0765340054,"Shadow Puppets (Ender''s Shadow, #3)",Shadow Puppets,2002.0,,Ciencia ficción
2313,,"The Magician''s Land (The Magicians, #3)",The Magician's Land,2014.0,eng,Fantasía
2314,0679732268,Light in August,Light in August,1932.0,eng,Clásicos
2315,0064408671,The Trumpet of the Swan,The Trumpet of the Swan,1970.0,eng,Infantil
2316,0812993802,Tenth of December,Tenth of December,2013.0,eng,Ficción
2317,0312593554,"Night Pleasures (Dark-Hunter, #1)",Night Pleasures,2002.0,eng,Romántica
2318,0671015206,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,1995.0,eng,Negocios
2319,1423116380,"Don''t Judge a Girl by Her Cover (Gallagher Girls, #3)",Don't Judge a Girl by Her Cover,2009.0,eng,Juvenil
2320,0743244583,"Chronicles, Vol. 1",Chronicles: Volume One,2004.0,eng,Memorias
2321,0060920084,The Lost Continent: Travels in Small Town America,The Lost Continent: Travels in Small-Town America,1989.0,eng,Viajes
2322,140006712X,Dreams of Joy (Shanghai Girls #2),Dreams of Joy (Shanghai Girls #2),2011.0,eng,Ficción histórica
2323,0446607207,Tell Me Your Dreams,Tell Me Your Dreams,1998.0,eng,Thriller
2324,0060885416,"By the Shores of Silver Lake  (Little House, #5)",By the Shores of Silver Lake,1939.0,,Infantil
2325,0061053562,"The Player of Games (Culture, #2)",The Player of Games,1988.0,eng,Ciencia ficción
2326,0440228891,The Cricket in Times Square,,1960.0,eng,Infantil
2327,0787960756,The Five Dysfunctions of a Team: A Leadership Fable,The Five Dysfunctions of a Team,2002.0,eng,Negocios
2328,0142003166,Junky,Junky,1953.0,eng,Ficción
2329,0140157352,Getting to Yes: Negotiating an Agreement Without Giving In,Getting to Yes: Negotiating agreement without giving in,1981.0,eng,Negocios
2330,,"Mile High (Up in the Air, #2)",Mile high (Up In The Air #2),2012.0,eng,Romántica
2331,1501110349,November 9,November 9,2015.0,eng,Romántica
2332,,"Everything We Keep (Everything We Keep, #1)",Everything We Keep,2016.0,eng,Romántica
2333,,"The Mighty Storm (The Storm, #1)",The Mighty Storm,2012.0,eng,Romántica
2334,1408816032,The Song of Achilles,The Song of Achilles,2011.0,eng,Ficción histórica
2335,1501139886,The Girl with the Lower Back Tattoo,The Girl with the Lower Back Tattoo,2016.0,eng,Memorias
2336,0140449183,The Bhagavad Gita,भगवद्गीता [Bhagavadgītā],-400.0,eng,Religión y espiritualidad
2337,0143039830,The New York Trilogy,The New York Trilogy,1987.0,eng,Ficción
2338,043912042X,Esperanza Rising,Esperanza Rising,2000.0,eng,Juvenil
2339,0316766941,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","Raise High the Roof Beam, Carpenters / Seymour: An Introduction",1955.0,eng,Ficción
2340,0446617687,Sex and the City,Sex and the City,1996.0,,Ficción
2341,0425209067,"The Killing Dance (Anita Blake, Vampire Hunter, #6)","The Killing Dance (Anita Blake, Vampire Hunter, #6)",1997.0,eng,Fantasía
2342,014044923X,Beyond Good and Evil,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,1886.0,eng,Clásicos
2343,044022800X,The Watsons Go to Birmingham - 1963,The Watsons Go to Birmingham - 1963,1995.0,eng,Juvenil
2344,0876852630,Factotum,Factotum,1975.0,,Ficción
2345,0373210515,"The Immortal Rules (Blood of Eden, #1)",The Immortal Rules,2012.0,eng,Fantasía
2346,0446546933,Columbine,Columbine,2009.0,eng,No ficción
2347,0099471434,"Lasher (Lives of the Mayfair Witches, #2)",Lasher,1993.0,eng,Terror
2348,,Yellow Crocus,,2010.0,eng,Ficción histórica
2349,0525953728,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,2012.0,eng,Memorias
2350,1594487014,The Chaperone,The Chaperone,2012.0,eng,Ficción histórica
2351,0684193957,"All That Remains (Kay Scarpetta, #3)",All That Remains,1992.0,eng,Thriller
2352,0451191013,The Regulators,The Regulators,1996.0,eng,Terror
2353,1563890356,Season of Mists (The Sandman #4),The Sandman: Season of Mists,1990.0,eng,Cómic y novela gráfica
2354,0316013935,Judge & Jury,Judge & Jury,2006.0,eng,Thriller
2355,1416500340,Silas Marner,Silas Marner: The Weaver of Raveloe,1861.0,,Clásicos
2356,1622660757,"Origin (Lux, #4)",Origin,2013.0,eng,Juvenil
2357,0375760393,The Botany of Desire: A Plant's-Eye View of the World,The Botany of Desire: A Plant's-Eye View of the World,2001.0,eng,Ciencia
2358,0316123536,"Beautiful Redemption (Caster Chronicles, #4)",Beautiful Redemption,2012.0,eng,Juvenil
2359,1439152780,The Distant Hours,The Distant Hours,2010.0,eng,Misterio
2360,0751554154,I Let You Go,I Let You Go,2016.0,eng,Thriller
2361,0439295785,"Kidnapped (David Balfour, #1)",Kidnapped,1886.0,,Clásicos
2362,0306814250,"Friday Night Lights: A Town, a Team, and a Dream","Friday Night Lights: A Town, a Team, and a Dream",1988.0,,Deportes
2363,0618683356,Beautiful Boy: A Father's Journey Through His Son's Addiction,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,2007.0,eng,Memorias
2364,,"The Vincent Boys (The Vincent Boys, #1)","The Vincent Brothers (The Vincent Boys, #1)",2011.0,eng,Juvenil
2365,1594561869,The Cask of Amontillado,The Cask of Amontillado,1846.0,eng,Clásicos
2366,014044789X,Metamorphoses,Metamorphoses,8.0,eng,Clásicos
2367,0452274427,In the Time of the Butterflies,In the Time of the Butterflies,1994.0,eng,Ficción histórica
2368,0743203631,Gap Creek,Gap Creek : The Story Of A Marriage (Oprah's Book Club),1999.0,eng,Ficción histórica
2369,0983157200,"Half-Blood (Covenant, #1)",Half-Blood,2011.0,eng,Juvenil
2370,1582404119,The Legend of Sleepy Hollow (Graphic Novel),The Legend of Sleepy Hollow,1993.0,eng,Cómic y novela gráfica
2371,0451217608,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office","Bitter is the New Black : Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",2006.0,eng,Memorias
2373,0380820889,"Blindsighted (Grant County, #1)",Blindsighted,2001.0,eng,Thriller
2374,0140169300,Angle of Repose,Angle of Repose,1971.0,eng,Ficción
2375,0743457900,"Tinker, Tailor, Soldier, Spy","Tinker, Tailor, Soldier, Spy",1974.0,,Thriller
2376,0142501107,"Lord Brocktree (Redwall, #13)",Lord Brocktree,2000.0,eng,Fantasía
2377,0062072064,"Through the Ever Night (Under the Never Sky, #2)",Through the Ever Night,2013.0,eng,Juvenil
2378,0316018589,Barefoot,Barefoot,2007.0,eng,Ficción
2379,1594481954,My Friend Leonard,My Friend Leonard,2005.0,,Memorias
2380,0811216012,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,1955.0,eng,Clásicos
2381,0316002860,"The Final Warning (Maximum Ride, #4)",The Final Warning,2008.0,eng,Juvenil
2382,0553582453,"Golden Fool (Tawny Man, #2)",The Golden Fool,2002.0,eng,Fantasía
2383,0446614459,"Split Second (Sean King & Michelle Maxwell, #1)",Split Second,2003.0,eng,Thriller
2384,0316069353,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",The Fifth Witness,2011.0,eng,Thriller
2385,0756402697,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",The Dragonbone Chair,1988.0,eng,Fantasía
2386,2844140580,"Persepolis, Volume 1",,2000.0,fre,Cómic y novela gráfica
2387,1589190629,"At Home in Mitford (Mitford Years, #1)",At Home in Mitford (Mitford Years #1),1994.0,eng,Ficción
2388,0446563048,"Delivering Happiness: A Path to Profits, Passion, and Purpose","Delivering Happiness: A Path to Profits, Passion, and Purpose",2010.0,,Negocios
2389,0142405787,"Scorpia (Alex Rider, #5)",Scorpia,2004.0,eng,Juvenil
2390,0062290363,"The Queen of the Tearling (The Queen of the Tearling, #1)",The Queen of the Tearling,2014.0,eng,Fantasía
2391,0545060427,"One False Note (The 39 Clues, #2)","One False Note (The 39 Clues, Book 2)",2008.0,eng,Juvenil
2392,0689867042,"Tithe (Modern Faerie Tales, #1)",Tithe: A Modern Faerie Tale,2002.0,eng,Fantasía
2393,0515133310,"Echo Burning (Jack Reacher, #5)",Echo Burning,2001.0,eng,Thriller
2394,0061140988,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",The Fury and Dark Reunion,2007.0,eng,Fantasía
2395,,"Never Never (Never Never, #1)",Never Never,2015.0,eng,Romántica
2396,0062197266,Into the Darkest Corner,Into the Darkest Corner,2011.0,eng,Thriller
2397,0140079076,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),The Further Adventures of Sherlock Holmes (Classic Crime),1985.0,,Misterio
2398,0446605484,"Roses are Red (Alex Cross, #6)",Roses Are Red,2000.0,eng,Thriller
2399,0765344300,"Naked Empire (Sword of Truth, #8)","Naked Empire (Sword of Truth, #8)",2003.0,eng,Fantasía
2400,0060765240,"Map of Bones (Sigma Force, #2)",Map of Bones,2005.0,eng,Thriller
2401,0525953507,The Stranger,The Stranger,2015.0,eng,Thriller
2402,0060887397,"Unbelievable (Pretty Little Liars, #4)",Unbelievable,2008.0,eng,Juvenil
2403,014144116X,A Passage to India,A Passage to India,1924.0,eng,Clásicos
2404,,"Seraphina (Seraphina, #1)",Seraphina,2012.0,eng,Fantasía
2405,0515141658,"Morrigan''s Cross (Circle Trilogy, #1)",Morrigan's Cross,2006.0,eng,Romántica
2406,0553381644,"The Mammoth Hunters (Earth''s Children, #3)",The Mammoth Hunters,1985.0,eng,Ficción histórica
2407,0441016383,"Princeps'' Fury (Codex Alera, #5)",Princeps' Fury,2008.0,eng,Fantasía
2408,0380017601,"Love Story (Love Story, #1)",Love Story,1970.0,,Romántica
2409,0688147321,Chrysanthemum,Chrysanthemum,1991.0,eng,Infantil
2410,0062085611,"Sweet Evil (Sweet, #1)",Sweet Evil,2012.0,eng,Juvenil
2411,0316952664,"The Winds of War (The Henry Family, #1)",The Winds of War,1971.0,eng,Ficción histórica
2412,,"The Wind Through the Keyhole (The Dark Tower, #4.5)",The Wind Through the Keyhole,2012.0,eng,Fantasía
2413,0060887184,"The Last Kingdom (The Saxon Stories, #1)",The Last Kingdom,2004.0,eng,Ficción histórica
2414,0887307280,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1985.0,,Negocios
2415,1416928170,"Bunnicula (Bunnicula, #1)",Bunnicula: A Rabbit-Tale of Mystery,1979.0,eng,Infantil
2438,0670869392,There Was an Old Lady Who Swallowed a Fly,There Was an Old Lady Who Swallowed a Fly,1997.0,,Infantil
2416,0786939834,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",Exile ,1990.0,eng,Fantasía
2417,1250006333,"Ascend (Trylle, #3)",Ascend,2012.0,eng,Fantasía
2418,0525952489,"The Keeper of Lost Causes (Department Q, #1)",Kvinden i buret,2007.0,eng,Misterio
2419,0517405091,Of Love and Other Demons,Del amor y otros demonios,1994.0,eng,Ficción
2420,142312166X,The Demigod Files (Percy Jackson and the Olympians),,2009.0,eng,Juvenil
2421,0676979785,Musicophilia: Tales of Music and the Brain,Musicophilia: Tales of Music and the Brain,2007.0,eng,Ciencia
2422,1501129740,"End of Watch (Bill Hodges Trilogy, #3)",End of Watch,2016.0,eng,Thriller
2423,0060590319,Fool,Fool,2009.0,eng,Ficción
2424,0743298853,The Book of Lost Things,The Book of Lost Things,2006.0,eng,Fantasía
2425,140003003X,My Life,My Life,2004.0,eng,Memorias
2426,1569714029,300,300,1998.0,eng,Cómic y novela gráfica
2427,0545060494,"Storm Warning (The 39 Clues, #9)",Storm Warning,2010.0,eng,Juvenil
2428,1423128206,"Only the Good Spy Young (Gallagher Girls, #4)",Only the Good Spy Young,2010.0,eng,Juvenil
2429,0440241006,"Persuader (Jack Reacher, #7)",The Persuader,2003.0,eng,Thriller
2430,0425212890,"Grave Sight (Harper Connelly, #1)",,2005.0,eng,Misterio
2431,8203180728,"Flaggermusmannen (Harry Hole, #1)",Flaggermusmannen,1997.0,nor,Misterio
2432,0515143804,"Blood Brothers (Sign of Seven, #1)","Blood Brothers (Sign of Seven, #1)",2007.0,eng,Romántica
2433,0425185508,Picture Perfect,Picture Perfect,1995.0,eng,Ficción
2434,1591162203,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",るろうに剣心 1,1994.0,eng,Cómic y novela gráfica
2435,1402262272,Catching Jordan,Catching Jordan,2011.0,eng,Juvenil
2436,0060730552,Touching the Void: The True Story of One Man's Miraculous Survival,Touching the Void: The True Story of One Man's Miraculous Survival,1988.0,eng,Memorias
2437,,"This Girl (Slammed, #3)",This Girl,2013.0,eng,Romántica
2439,1932073205,Way of the Peaceful Warrior: A Book That Changes Lives,Way of the Peaceful Warrior: A Book That Changes Lives,1980.0,eng,Autoayuda
2440,0312270828,The Satanic Verses,The Satanic Verses,1988.0,eng,Ficción
2441,0385523904,Nothing to Envy: Ordinary Lives in North Korea,Nothing to Envy: Ordinary Lives in North Korea,2009.0,eng,No ficción
2442,0060753943,Winning,Winning,1992.0,,Negocios
2443,,"Collide (Collide, #1)",Collide,2013.0,eng,Romántica
2444,0618620117,How We Decide,How We Decide,2009.0,eng,Psicología
2445,0553381520,"The Beekeeper''s Apprentice (Mary Russell, #1)",The Beekeeper's Apprentice,1994.0,eng,Misterio
2446,0394805755,The Story of Babar,"Histoire de Babar, le petit éléphant",1931.0,eng,Infantil
2447,0385735332,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",The Warlock,2011.0,eng,Fantasía
2448,044101769X,"First Lord''s Fury (Codex Alera, #6)",First Lord's Fury,2008.0,eng,Fantasía
2449,0385343663,The Imperfectionists,The Imperfectionists,2010.0,eng,Ficción
2450,,The Sea of Tranquility,The Sea of Tranquility,2012.0,eng,Juvenil
2451,0375714669,"Persepolis 2: The Story of a Return (Persepolis, #2)",Persepolis 2 ,2001.0,eng,Cómic y novela gráfica
2452,0061020656,"Pyramids (Discworld, #7)",Pyramids,1989.0,eng,Fantasía
2453,0586064176,"Silverthorn (The Riftwar Saga, #3)",Silverthorn,1985.0,eng,Fantasía
2454,0385613466,Before I Die,Before I Die,2007.0,eng,Juvenil
2455,0670021652,Committed: A Skeptic Makes Peace with Marriage,Committed: A Skeptic Makes Peace with Marriage,2009.0,eng,Memorias
2456,0142401765,Keeping the Moon,Keeping the Moon,1999.0,eng,Juvenil
2457,0062285637,"The Transfer (Divergent, #0.1)",Four: The Transfer,2013.0,eng,Juvenil
2458,0765344319,"Chainfire (Sword of Truth, #9)","Chainfire (Sword of Truth, #9)",2004.0,eng,Fantasía
2459,0375413405,Mastering the Art of French Cooking,Mastering the Art of French Cooking,1961.0,eng,Cocina
2460,1421540320,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",青の祓魔師 1,2009.0,eng,Cómic y novela gráfica
2461,0765315238,"Confessor (Sword of Truth, #11)","Confessor (Sword of Truth, #11)",2007.0,eng,Fantasía
2462,0151013047,The Reluctant Fundamentalist,The Reluctant Fundamentalist,2007.0,eng,Ficción
2463,0545284139,The False Prince (The Ascendance Trilogy #1),The False Prince,2012.0,eng,Juvenil
2464,0449911659,"Rabbit, Run (Rabbit Angstrom #1)","Rabbit, Run",1960.0,eng,Ficción
2465,1400077427,Stumbling on Happiness,Stumbling on Happiness,2006.0,eng,Psicología
2466,015694877X,The Waste Land and Other Poems,The Waste Land and Other Poems,1922.0,eng,Poesía
2467,0590319671,Little Bear,Little Bear,1957.0,eng,Infantil
2468,0146000110,The Pit and the Pendulum,The Pit and the Pendulum,1842.0,eng,Clásicos
2469,055215315X,"Lords and Ladies (Discworld, #14; Witches #4)",Lords and Ladies,1992.0,eng,Fantasía
2470,0552152676,"Thud! (Discworld, #34; City Watch #7)",Thud!,2006.0,eng,Fantasía
2471,0345481283,"His Majesty''s Dragon (Temeraire, #1)",His Majesty's Dragon,2006.0,eng,Fantasía
2472,0689859368,"The Field Guide (The Spiderwick Chronicles, #1)",The Field Guide,2003.0,eng,Infantil
2473,1601422210,Radical: Taking Back Your Faith from the American Dream,,2010.0,eng,Religión y espiritualidad
2474,0140280197,The 48 Laws of Power,The 48 Laws of Power,1988.0,,Negocios
2475,0142401110,"My Side of the Mountain (Mountain, #1)",My Side of the Mountain ,1959.0,eng,Juvenil
2476,0749080973,"The Winter Sea (Slains, #1)",The Winter Sea,2008.0,eng,Ficción histórica
2477,0545135702,"The Sword Thief (The 39 Clues, #3)",The Sword Thief,2009.0,eng,Juvenil
2478,0451159535,Coma,Coma,1977.0,eng,Thriller
2479,1560252480,Requiem for a Dream,Requiem for a Dream,1978.0,eng,Ficción
