book_id,rec_1,rec_2,rec_3
2673,5655,2242,2666
2674,2170,666,1895
2825,3174,3601,4571
3092,6895,495,1238
3134,1195,318,143
3174,3601,2825,4571
3278,3298,2669,2299
3298,3278,2669,2299
3512,215,239,665
3544,8078,8112,502
3601,3174,4571,2825
3644,6013,8302,7614
3920,4152,142,440
4731,2413,6179,4798
4810,7290,7734,7370
5254,8306,295,2832
5575,8177,8490,9739
6013,7614,8302,9575
6555,9211,4995,239
6578,8142,9234,3278
7105,1674,8887,4378
7316,4915,5162,3851
7568,8988,6371,5179
7614,8302,9575,9526
7630,1734,1514,6995
7638,6126,6709,8904
8035,2385,5560,4182
8112,8078,3544,4432
8142,9234,6578,3278
8214,3942,2504,2426
8302,9526,9575,7614
8490,8177,5575,9739
9211,6555,4995,239
9234,8142,6578,3278
9526,9575,8302,7614
9575,9526,8302,7614
166,655,1054,280
352,290,1044,931
404,235,30,318
452,4060,91,327
567,318,313,437
617,61,190,30
655,1054,166,525
668,61,143,262
793,117,1707,245
811,3312,61,926
828,2451,490,1265
851,2740,3375,4052
921,1453,950,164
926,262,811,61
1044,290,352,1046
1046,1044,352,2335
1054,655,166,1118
1101,1052,1149,908
1104,1846,3880,96
1107,1748,310,465
1306,235,811,262
1433,1508,2216,1028
1453,4381,921,8044
1482,267,318,437
1508,1433,926,811
1538,1688,143,668
1542,5854,2972,1295
1707,2049,793,1222
1708,143,146,668
1740,267,262,1028
1767,950,1720,1004
1819,1804,1834,438
1834,1819,1804,438
1899,1532,791,749
2234,437,1538,6381
2335,1044,352,1046
2583,3401,2046,4547
2653,6840,285,1212
2740,3375,4052,4888
2761,2148,234,1678
2820,2368,3284,4639
2821,3138,3904,5567
2906,141,352,4451
2939,4544,3963,3216
2943,697,993,320
2967,256,916,5703
3018,5801,5077,6715
3064,654,1220,1198
3173,4058,1814,333
3324,1044,352,290
3334,2899,2003,8282
3375,4052,2740,4888
3401,2583,3993,7867
3528,4162,5363,1326
3861,4724,5587,437
3908,2307,1044,926
3943,5278,1906,3263
4052,3375,4888,2740
4451,352,2335,931
5039,8461,6068,7040
5058,4392,4130,1936
5077,5801,5135,6146
5135,6146,5801,5797
5161,1220,1688,2037
5187,4972,948,6049
5278,3943,1906,3263
5350,3039,2876,1453
5801,6146,5135,6715
5868,926,3993,3401
6049,8350,4972,5187
6146,5797,5801,6304
6304,6146,5797,5135
6715,6146,5801,5797
6827,2496,2316,458
6862,4323,983,9551
6905,983,7199,2335
7482,1076,1174,5161
7545,1866,1009,1220
7729,3015,2542,8488
7871,3312,2216,5726
7914,567,1482,267
8166,4563,1220,4610
8227,7699,7867,7751
8255,5161,1198,3481
8379,1220,1708,1076
8514,6146,9068,8030
8698,267,2221,1688
8974,359,482,318
9306,3173,8227,7867
9516,1806,8016,3217
9669,4001,3267,2832
9792,3401,5614,7867
9882,1671,950,5184
9909,2818,8521,7305
156,455,647,694
261,136,40,272
456,2380,2257,1186
530,248,773,855
741,228,75,136
767,144,179,1048
885,1145,304,1567
1021,550,100,1144
1088,2600,559,4582
1250,4221,284,9857
1421,2193,570,795
1561,498,172,66
1597,100,11,45
1639,4188,241,36
1936,4130,4392,2089
1970,212,820,1133
2142,3813,846,809
2304,1184,3255,7409
2586,3520,4054,8937
2671,5097,5914,6383
2757,1159,901,150
2875,3519,8107,4250
3142,3488,8220,366
3250,7379,2162,101
3310,8999,462,3785
3488,3142,8220,5180
3916,2257,456,2380
4149,2052,2763,1280
4605,4983,5678,3106
4872,3428,4316,3027
4983,4605,5678,3400
5327,6998,1664,7946
6018,6438,7262,9707
6173,3720,6880,7428
6438,6018,7262,7386
6535,3916,7055,6438
6909,4219,829,961
7262,7386,6438,9707
7409,3126,1184,2304
7770,6351,2618,261
395,401,264,130
2975,2098,297,405
3398,6092,7408,5351
3903,9891,7913,3719
4640,2869,8818,5346
4862,8455,786,278
5244,8079,2698,9858
5374,8456,4531,7810
5730,8336,8882,8946
5940,8949,977,1280
6921,8946,8882,9858
8555,9664,8253,6341
8588,7462,2337,6844
8589,7661,5983,7639
8805,5865,4421,1960
8878,7277,7755,1239
8949,5940,977,1280
9008,6160,8336,5244
9664,8555,8253,6341
523,9743,87,5
591,234,47,2148
1282,1270,1915,1703
1299,1503,3027,2274
1411,2643,736,468
1514,1734,1048,3570
2097,3085,1015,4634
2229,604,3811,2255
2274,2025,3027,4316
2419,7755,1853,7277
2841,2661,3933,3545
2869,5346,8818,4640
3085,4634,2097,1015
3187,5553,5549,483
3387,1161,3079,225
3451,8819,1679,323
3708,380,1703,1500
3913,4531,2926,8456
4100,638,930,1136
4103,1299,2698,323
4672,3954,1624,2024
4902,80,9858,8882
5399,9648,3523,4597
5792,7810,7022,8456
6064,4688,2647,9721
6125,7874,7366,4438
6496,982,3406,5777
7155,9743,523,3141
7232,6315,1571,499
7251,3764,1031,401
7664,8654,1873,4139
7874,6125,7366,4438
8107,3519,2875,4250
8814,516,7664,1873
8818,2869,4640,5346
8973,9966,8175,6818
9317,5704,395,3764
9588,638,2953,654
9707,7386,7262,6438
9857,4221,8212,1250
137,463,554,712
215,141,1730,70
234,147,1244,77
290,1044,352,30
665,1517,4041,441
837,164,382,88
871,748,724,624
1228,1304,1127,1340
1281,467,3911,638
1334,291,697,638
1385,3269,2543,522
1403,1427,1770,4827
1439,30,993,551
1491,3440,4428,665
1517,665,4041,1491
1583,1919,443,615
1588,1979,871,748
1886,4228,4881,5879
1954,2637,4613,1247
1979,1588,871,748
2300,5113,5674,6720
2441,2305,1462,1252
2449,1136,638,654
2496,638,6827,1334
2739,6491,5820,931
2809,1664,701,1084
3180,3447,6993,837
3440,4428,1491,665
3491,983,1539,3953
3611,871,748,724
3750,3688,4700,5337
3792,60,8960,4899
3958,4854,5468,1892
4012,4554,1077,4874
4464,815,8600,104
4700,5337,3688,4276
4854,3958,5468,1892
5113,5674,6720,2300
5146,5315,895,3338
5468,3958,4854,1892
5553,3187,931,1174
5674,6720,5113,6642
5709,2316,673,4116
5794,737,4759,5101
5820,2739,983,6491
5849,5202,3849,1315
6171,2300,4213,2922
6609,3815,5955,6599
6642,6720,8663,5674
6720,6642,5674,5113
6852,4654,3791,1940
6888,7162,5564,7466
7189,4097,6730,9909
7537,9726,8580,983
7543,8737,1315,9017
8409,2739,673,458
8516,1700,1005,436
8737,9017,2766,5019
124,31,30,46
455,156,647,694
723,657,779,67
727,306,212,31
737,256,67,81
857,793,36,245
1001,6041,146,61
1090,196,191,65
1160,4444,1598,4443
1344,193,211,127
1402,627,278,905
1980,637,1641,3127
2004,1161,3079,730
2025,2274,3027,1503
3335,2444,537,619
3504,948,115,1796
3829,4022,4892,2981
4013,574,9391,5274
4162,688,236,3528
4316,3428,2274,4872
5545,1269,1048,508
7001,256,2627,8051
7379,3250,2162,1494
9743,7155,523,3106
9974,9919,9608,3871
292,602,542,347
332,542,602,347
341,79,1280,154
347,542,602,641
499,1908,2806,196
542,602,641,347
577,245,77,241
590,361,160,83
602,641,542,347
641,602,542,347
681,544,2556,3234
824,1521,402,154
855,804,773,530
1094,3585,265,461
1106,3061,362,493
1121,1319,3929,815
1186,715,387,456
1239,1853,7277,7755
1255,468,523,5456
1280,341,2366,79
1373,1916,2415,1222
1383,2597,7468,1402
1458,1758,2612,212
1580,1186,715,824
1949,829,899,1393
2342,1113,7622,9667
2366,1280,341,79
2597,1383,7468,2415
2729,7440,6298,1666
3256,6524,3930,4981
3930,3949,8472,3868
4071,1973,7622,1432
4485,6272,2342,1624
5386,8503,4348,2286
5699,1239,2419,7756
6255,7683,2163,5449
6575,8312,3061,8859
6636,2029,5478,1544
7622,9667,2342,1113
8611,9667,7723,8472
8867,6274,508,7946
9281,2763,824,4149
9304,3930,8472,3868
9908,4348,8503,3590
356,873,1033,1163
463,554,712,864
554,463,712,864
712,864,554,463
864,1026,712,554
873,1033,1163,1225
937,480,368,62
1033,873,1163,1225
1163,1225,1033,1289
1549,1233,1774,1476
2047,2406,2965,3407
2406,2047,2965,3407
2914,1941,494,1928
2965,2406,2047,3407
5994,9891,3903,7913
6425,9119,6480,4898
9017,2766,8737,1315
165,135,110,39
197,527,563,558
312,282,322,167
527,563,558,631
558,563,631,652
563,527,558,631
631,652,558,563
657,436,2284,45
719,744,2694,1855
744,719,2694,790
915,944,967,553
994,1656,5658,8053
1261,1248,1498,1208
1319,3929,6007,1121
1531,3712,3179,4720
1656,5658,994,8053
1868,929,239,360
1915,1500,1703,1270
1964,2299,2382,1246
2314,887,3388,264
2423,1153,2034,2923
2873,1881,1191,8961
2953,6917,638,467
3268,291,231,396
3428,4872,4316,2274
3442,5449,2742,5012
4031,3883,4979,3036
4455,2145,6704,9049
5100,7098,9043,3969
5563,3469,4361,2873
5658,8053,1656,994
6634,8163,4319,3929
7522,1096,1156,8396
7667,205,4859,9363
90,59,36,4
204,361,160,116
538,217,733,179
621,999,4815,2215
898,696,1533,1633
999,2215,3871,3304
1131,272,9841,4508
1272,1877,92,127
1533,1633,1993,898
1825,2049,4042,2976
2000,304,306,2281
2192,4317,2028,9021
2215,999,4815,4658
2302,9023,66,42
2475,388,2786,1373
3546,6021,3646,1441
3979,3406,2924,2822
3997,9663,136,5615
4095,2519,3066,2547
4317,2192,9021,2028
4418,2897,8045,5625
4682,7841,7544,6439
5906,9962,6998,178
6177,1689,195,567
6417,7353,6530,5540
7339,8957,3646,3546
8724,574,4013,4394
9624,2357,550,1283
9934,1021,550,1060
235,262,438,61
244,226,30,61
250,6,1047,112
279,61,23,105
342,253,695,30
438,235,262,1834
939,235,262,4900
940,1017,112,262
1006,1408,2349,8182
1048,1927,236,82
1065,695,253,61
1092,1543,1596,2249
1220,1198,1174,2037
1349,1154,2362,985
1543,2057,1092,2212
1596,2249,1092,1543
1790,146,318,143
1866,4563,262,1076
2216,1433,1551,2530
2249,1596,1092,3461
2307,4563,1076,1174
2362,1349,1154,8655
2527,2149,39,1995
2551,2872,811,979
2617,811,3312,1345
2708,1879,2704,2589
3045,9916,5817,921
3209,4547,5916,6137
3253,1009,2204,146
3312,5726,811,1345
3730,235,262,61
3993,2046,3401,5916
4269,3461,3784,3490
4900,939,811,3312
5719,3194,1009,320
6041,1001,1306,1866
6621,61,2530,4111
7867,7699,8227,3401
7901,3559,1065,4576
8064,4620,5495,1683
8314,926,811,1345
8723,7161,7871,4840
9752,1009,950,164
9916,5817,2581,3045
296,339,251,454
556,578,675,305
611,2309,155,161
740,958,42,544
958,740,42,133
967,553,1208,1123
1010,780,1788,4046
1155,1298,1554,5732
1208,1123,865,967
1322,877,89,8031
1343,2109,2452,1768
1368,2469,1342,1924
1518,357,8523,14
2177,2131,2982,3139
2209,4271,512,4653
2407,2493,2631,2448
2448,2407,2493,2631
2493,2631,2407,2518
2518,2631,2493,2407
2616,6165,5630,5591
2631,2518,2493,2407
3063,5463,4650,4534
3203,8937,9821,4729
3728,8922,53,817
3826,5463,3063,4650
3923,403,7173,1099
3941,6681,8393,4310
3964,357,297,65
4049,8594,9723,2900
5101,3844,1238,408
5306,5707,3314,1142
5326,4515,1800,4326
5678,3106,4605,6999
5734,9542,6242,2757
6924,8165,914,729
7934,9270,8995,2289
8673,9329,6740,5422
8995,9270,7934,2954
9308,4650,5463,4534
120,1718,2054,2270
330,510,528,722
379,978,1400,185
386,2786,245,321
500,3452,3583,4345
561,117,793,158
646,531,154,341
669,3511,925,5198
672,1741,1410,2235
763,354,1642,2508
829,1949,899,961
961,2952,1073,230
1024,3805,4970,5895
1073,961,1088,171
1112,1210,2821,3138
1530,3739,9198,117
1547,57,111,46
1565,4586,5123,9574
1681,3002,560,559
1957,270,3878,265
2136,171,76,230
2147,231,1231,482
2374,3692,2124,1159
2524,901,1011,2133
2630,1843,3194,31
2942,3264,840,3776
3184,2853,1689,2688
3197,4027,4253,5263
3767,9070,2603,8427
4051,613,421,8273
4141,3211,4249,3503
4148,8136,9835,1026
4277,1896,5988,639
4468,9966,8973,6818
4473,378,1005,212
4898,7357,6480,3028
6047,1216,825,396
7496,1084,4359,3002
7898,7001,256,208
8136,9835,4148,1026
8640,7855,9389,5509
9158,3791,2062,5776
9795,4413,7318,2268
9835,8136,4148,1026
41,159,151,175
73,3,56,52
151,214,175,159
159,214,175,151
175,214,159,151
214,151,175,159
339,296,251,102
447,345,648,53
808,2565,2064,1020
1451,7865,502,9037
2044,4836,8977,534
2170,2674,666,283
2367,5456,669,272
2387,6342,7692,6795
2424,6376,277,312
2451,828,1265,490
3070,7247,457,258
3172,489,8819,6298
3518,5421,8873,795
3524,4683,5347,6828
3818,7513,1367,620
3878,2854,6876,1758
4494,5181,5331,4507
4507,5173,5181,5586
4508,9841,9951,1131
4609,5468,3958,1892
5173,4574,5586,4507
5181,5586,5331,4507
5237,5456,1255,2367
5331,5181,5586,4494
5366,5181,5331,4494
5586,5173,5181,4574
7513,3818,620,8445
8109,3055,766,1572
9021,4317,2192,2028
240,201,26,9
649,430,520,1082
768,1176,3744,4131
856,1290,1903,36
884,1948,139,105
1082,649,4516,380
1271,146,143,437
1302,3116,5660,280
1472,2626,842,1668
1474,277,458,141
1668,2587,1743,1472
1948,884,139,279
2080,5640,4594,1271
2116,4386,5442,1668
2125,4445,4275,3120
2230,3120,4275,4445
2516,9042,458,1439
2565,808,1047,9551
2775,143,146,1220
3116,5660,1302,1413
3269,1385,5947,4828
3421,2175,2790,3572
4029,1462,146,551
4097,6730,3368,5333
4654,458,1385,6852
4828,5947,3566,2543
5125,2676,7120,4621
5132,3146,5812,3409
5442,2116,4386,8265
5462,1539,1242,1462
5529,3069,1516,619
5663,5280,6491,6241
5947,4828,3566,2543
6033,4873,4239,2700
6095,7845,2166,537
6818,8175,8973,4468
8485,8736,2388,3235
9042,2516,458,143
9208,4522,3191,6527
9452,4551,8529,1485
9551,2818,9209,8521
9833,190,143,2618
935,375,116,293
1135,959,1214,301
1784,5389,2468,7037
1996,5351,3402,3639
3508,4348,959,560
4974,8760,8504,6119
7204,1569,7408,8210
8152,9936,1847,606
9303,5210,9563,3310
9754,7169,3321,2131
91,259,376,12
259,376,91,946
376,259,91,946
440,1081,142,642
691,1589,168,1498
771,217,1326,3788
986,1423,1498,703
1019,897,503,276
1095,4279,5338,187
1309,2320,5119,775
1570,2703,350,129
2140,2728,1263,3670
2676,7120,2218,4621
2728,2140,3670,1263
2798,6375,8633,113
3013,2189,5838,910
3024,5057,5068,9984
3109,7501,8687,9998
3243,5192,914,3541
3300,2815,2057,3273
3670,2728,2140,1263
4361,4266,5356,6558
4426,1797,3581,6154
5562,8672,2516,6517
7120,2676,2218,5901
8524,9984,2436,7396
9034,3670,2728,2140
9078,5210,8025,5978
9100,6453,316,2321
9714,7401,5627,5057
88,74,275,6
931,352,290,1044
1174,1076,1220,4563
1184,2304,264,3255
1190,421,689,697
1557,1238,495,4020
1672,8051,1888,256
1912,668,143,1220
2071,8414,164,143
2707,985,1683,2246
2799,5308,6805,713
3123,969,92,3586
3141,2013,3412,2029
3296,8676,638,2449
3555,534,372,290
3722,3294,2535,1187
3961,1220,1187,1912
3985,3598,9083,1392
4020,807,1557,3092
4140,217,771,9337
5122,8167,2703,1955
5698,352,290,1044
6114,1009,3961,1220
6491,2739,5663,2335
7239,4971,659,3896
8105,9651,7615,1220
163,294,428,175
182,1147,1425,2358
201,26,240,9
207,912,996,1067
210,384,394,419
224,600,945,202
246,491,449,643
252,581,774,1353
254,957,1585,202
294,428,163,684
327,713,1002,632
355,933,1766,51
369,4145,1445,77
370,909,163,1359
384,394,419,543
394,384,419,543
433,841,889,1291
449,643,783,491
491,643,783,814
544,681,2556,1489
548,1824,2152,2402
581,774,252,1353
600,945,224,434
624,652,724,631
643,783,449,491
652,631,624,724
713,1002,327,1965
724,624,748,652
748,724,624,652
774,581,1353,252
783,643,814,491
787,7207,605,1331
805,814,1093,783
814,783,805,643
841,1291,889,1336
875,3271,4076,4223
889,1291,1336,841
909,1359,370,294
912,996,1067,1151
933,1766,355,51
957,1585,254,434
996,1067,912,1151
998,661,50,627
1002,713,327,1965
1086,1553,2090,2224
1093,805,814,1958
1147,1425,2358,182
1175,4233,5221,1452
1273,2306,2807,2930
1291,1336,1473,1483
1336,1291,1473,1483
1489,2324,2556,1956
1585,957,254,583
1616,2861,3276,3089
1824,2152,2402,2919
2090,2224,2303,2550
2176,579,364,2512
2271,2718,3000,2043
2306,2807,3330,2930
2718,3000,2677,2470
2807,3330,2887,2306
2886,581,2179,6537
2930,2887,3673,3330
2968,4458,6133,4230
3113,5139,4159,2264
3330,2807,2887,3673
3525,146,874,143
3626,1095,711,166
3652,5321,5722,6541
3673,3814,2930,3330
3814,3673,2930,3330
3819,3814,4889,3673
4036,2970,5639,7289
4087,7558,8148,7308
4145,369,1445,7246
4230,6133,4458,5504
4458,6133,5504,5946
4665,5946,5390,6792
4845,1039,802,471
4889,3819,5576,3814
5136,5504,6133,5946
5257,6675,3837,2561
5390,6792,4665,5946
5504,6133,5136,5946
5576,4889,6811,3819
5946,6133,5504,4458
6792,5390,5946,5136
6811,7834,5576,4889
7834,6811,5576,4889
7919,5444,1764,1397
8231,875,9056,880
8348,2449,6012,638
8427,9070,3767,2005
8517,9768,8662,4047
9837,6226,6925,3345
274,989,2144,123
580,462,776,406
4336,3124,2698,5754
7022,5792,7810,5374
7810,5792,7022,3913
8456,5374,3913,2926
514,618,3594,1631
968,1404,366,208
1154,1349,985,1683
1738,5535,3221,5036
2818,5476,4323,7305
2831,208,673,771
3186,1792,7559,673
3210,1084,701,1664
3751,6021,574,4013
4117,1621,8046,1926
4865,2053,8923,4996
5206,8446,7471,8349
5407,4139,3425,1873
5526,8800,1279,7905
6012,2543,638,8348
6317,9222,3074,4285
6327,4887,688,1154
8065,2037,7359,2840
8433,2498,6996,408
8474,7471,9731,7426
9111,8015,6867,7844
9722,8735,6322,4130
409,136,515,1185
507,422,20,17
613,1361,2359,1012
721,745,352,1040
1161,3079,730,225
1300,231,482,396
2251,8938,9771,4168
2359,1361,613,1012
2675,8803,445,30
3588,5349,4363,407
3634,4549,31,195
3724,396,231,906
3791,2062,9158,6852
4304,5926,2062,6587
5292,2824,231,417
7414,6946,8900,226
8094,2087,3293,7052
8525,4164,6958,2630
8656,18,2023,21
9399,2885,199,8528
9694,2688,8434,2853
537,619,385,193
8176,8882,5794,6591
69,105,12,20
382,275,88,74
406,3499,580,4186
535,1502,2814,393
993,320,143,318
1050,2301,2563,987
1410,2235,1741,672
1982,4790,6207,458
2301,2563,1050,4318
3805,4970,5895,5641
4091,1393,1949,5358
4240,5665,5861,1741
4728,5041,3229,7748
4790,6207,1982,458
5041,4728,6512,3229
5115,6212,6314,8215
5354,1598,6025,4444
5505,9400,9469,5665
5535,1738,1047,7685
5641,5895,6767,4970
5665,5861,4240,7006
5858,5861,6212,6684
5861,5665,5858,4240
6078,5665,4240,5858
6087,7681,6684,7006
6211,6684,7006,7607
6501,7681,9494,9400
6512,5041,7635,9494
6684,7006,7607,6212
6927,9812,997,230
6935,2326,7504,793
7006,6684,7607,6212
7008,6892,2316,1657
7103,2620,2741,5311
7208,7681,6684,5861
7607,6684,7006,6212
7619,7748,8868,8215
7681,7991,7208,6684
7748,8868,7619,9116
7833,5988,8888,4277
7991,7681,7208,7619
8156,6684,7607,7006
8215,7619,9494,8868
8868,7748,9116,7619
8997,8280,8556,7109
9116,8868,7748,9494
9469,6684,9400,5861
9494,9116,7635,8215
105,69,12,20
170,145,9,201
318,267,437,235
764,2510,700,3354
854,951,1389,1124
858,1341,1808,141
1040,534,372,344
1072,694,647,1268
1290,856,1903,36
1297,2962,5105,1004
1324,2338,3718,234
1341,1808,858,2118
1395,2829,3327,1212
1791,9462,4233,3593
1794,267,1482,2003
1808,1341,858,2792
1903,1290,856,36
1943,5233,320,262
2003,267,1794,1482
2005,2899,291,3334
2046,1268,3993,1072
2067,318,437,482
2322,825,3007,273
2510,3354,4243,764
2598,291,2796,482
2840,1539,1174,2037
2905,551,146,143
2999,2003,1688,267
3007,825,2322,273
3038,2322,825,396
3118,4313,437,359
3259,2769,318,1790
3354,2510,4243,764
3682,144,771,9521
3912,4360,4400,3567
3955,668,143,1688
4243,3354,2510,6577
4268,6446,4863,6375
4283,1894,3574,2793
4313,2322,3118,825
4413,2824,457,982
4610,4563,1174,1220
4674,9505,3327,1395
4838,5587,625,3861
4992,2028,6661,4317
5233,1943,9792,926
5305,6300,3034,4557
5412,2691,2034,4979
5506,2969,6353,2487
5628,4152,4963,143
5790,8765,5534,4600
6000,9271,504,9980
6096,1501,2710,1537
6436,5914,5097,9828
6577,7107,4243,3354
6661,4992,2028,1884
6707,6474,1866,4563
6750,5482,1392,8489
7762,1180,2292,3093
7774,8957,8537,7339
8340,5914,9828,5097
8367,2451,828,1464
8672,5562,2840,458
375,935,116,59
839,714,804,855
846,809,3252,6063
1320,2158,1717,1354
1835,2902,629,1206
3457,2297,6265,2286
3643,1739,2559,1435
3948,7074,3700,5540
4104,2177,1041,5009
4270,8403,6156,4695
4271,2877,1108,2209
4509,4202,1657,3581
4634,3085,1015,2097
4695,6896,7990,4727
5437,8565,7668,301
6272,7444,4485,8390
7444,6272,4727,8472
7462,6844,5911,2337
7755,7277,8878,2419
8011,7990,4727,6101
8233,7701,8532,4672
9905,6844,8305,7462
753,2110,3679,3932
1757,150,901,148
2110,3932,4061,4739
2233,1856,1102,4137
3630,61,226,30
3646,6021,3546,710
3679,4739,4061,3932
3932,4061,4739,2110
4061,3932,4739,2110
4739,4061,3932,3679
4973,6447,6045,4605
5704,3764,9317,6273
5954,2915,7438,1770
6273,5704,264,401
6278,6916,270,1088
6958,4164,8525,6474
7271,1090,8653,854
7603,5630,5591,6165
8337,9215,8452,3889
8449,1300,482,231
8489,5482,1392,6750
9187,6057,317,3172
9264,5709,4354,673
276,789,890,432
469,1286,399,21
480,368,62,937
751,599,1014,1332
1003,503,84,487
1014,751,599,1332
1213,838,492,1646
1224,3609,439,6997
1286,469,399,21
1332,1014,751,599
1727,1042,1332,1014
1999,6787,1571,284
2124,1202,1567,3889
2464,8625,7563,7079
2536,5470,6509,503
3006,3884,3573,5630
4683,5347,3524,6828
4793,407,2679,948
5072,1727,1332,1042
5983,7602,8532,9191
6364,8716,820,9862
6816,4686,6828,5347
7187,5072,1727,1042
7501,8687,9998,3109
8532,7701,5983,9191
9860,4555,757,5187
528,510,722,949
582,3009,2318,680
722,949,1023,528
809,846,48,55
859,1412,1429,1546
997,10,43,103
1191,4371,1881,897
1198,1220,146,1187
1396,2947,2239,4215
1412,1429,859,1546
1429,1412,859,1546
1566,899,1509,138
1595,2649,6884,659
1792,3186,673,7559
1995,1496,6356,6497
2262,4044,4440,7127
2810,3131,3076,820
2917,3208,217,3570
3302,5742,7960,6756
3495,1078,1705,2414
3519,2875,8107,4250
4074,6228,2382,2299
4354,1928,673,1005
4371,1191,1881,2873
4440,4044,7127,7986
4718,8005,9953,7939
4953,2166,1415,4803
5054,8015,5037,657
5067,5960,6830,7244
5287,7124,6492,4718
5301,292,1530,1937
5363,3528,983,673
5596,4003,5717,1605
5742,7960,3302,6756
5960,5067,6830,7244
6181,8439,6454,9977
6228,4074,7244,1964
6492,7124,5287,4718
6830,5960,7244,5067
7124,6492,5287,4718
7135,6615,8188,6447
7244,6830,5960,5067
7298,1916,1695,3306
7356,262,874,61
7960,5742,3302,6756
8188,7135,6615,5378
8508,9323,6335,8469
9247,5046,4376,2588
9696,1429,1412,2160
9848,8495,7589,7113
819,1679,7231,180
1516,3069,5529,619
1783,1073,899,1509
1920,146,2700,2018
2263,3951,3392,7117
2316,6892,7008,1281
2375,9233,4286,8849
2652,983,1187,2848
2958,4018,956,439
2960,1492,4822,512
3106,5678,3400,4605
3388,2314,887,395
3581,6154,1797,1657
3951,7117,4090,3689
4018,6046,2958,1224
4115,983,1577,9097
4635,4116,4685,4020
5283,2903,7151,546
5325,1988,2727,8891
5716,6442,4822,2466
5754,4939,4336,3124
5996,3695,3069,1683
6104,7997,1878,1783
6603,619,2166,3227
7264,9997,9004,2174
7668,8565,5437,6553
7731,4307,1220,3064
7907,5346,2869,8818
7974,5229,3256,3795
8361,6877,8565,4983
8362,983,8936,3953
8849,4286,9233,5756
8936,8362,983,3491
9004,9997,7264,2174
9392,1539,2037,7359
9623,6633,5404,3676
9997,9004,7264,2174
472,1303,247,5163
340,1008,1716,2599
692,1599,3290,3067
754,81,2088,31
874,61,190,318
1052,1101,791,1149
1406,1599,692,3067
1537,2710,1501,3729
1888,1672,208,662
2546,5355,4009,4322
2856,3847,9786,2872
4360,4400,3912,3567
4390,3610,3567,3011
5012,4767,3442,2742
5155,8789,1460,1976
5449,9625,7683,2163
5534,8765,3204,5790
6029,9132,7624,6941
7034,359,313,318
8080,8039,763,6934
8370,591,3723,4541
8939,4899,3446,5421
605,1007,1579,2206
1781,2864,1635,5400
1856,2233,1102,238
1978,4932,2288,81
2421,2231,881,7279
2627,1672,7001,256
3412,3141,2029,9961
3856,7093,1843,2945
4055,8600,2869,1312
4137,2233,1856,1102
4429,1908,499,2806
6500,4137,1102,2233
8232,6984,3476,1154
34,99,96,218
1371,4417,3062,619
1692,2928,303,2635
2061,285,143,146
2246,985,2707,1154
2752,537,920,892
3129,1926,1621,932
3307,2636,2117,1514
3733,2166,4953,2139
4239,1462,4873,983
4563,2307,4610,1076
4664,4117,2444,1621
4767,3059,5012,7111
5177,1195,2496,1030
6105,1220,7285,1009
6460,8019,983,7359
6799,267,143,668
6996,2498,2295,9910
7009,290,36,9944
8580,2739,7537,983
8846,4018,9939,619
9666,3227,892,1527
428,684,294,163
678,459,143,318
684,428,1027,294
813,991,164,1671
868,1253,158,1497
1027,684,428,294
1404,968,5138,366
1468,3211,3503,4249
1590,2049,2976,4042
1810,745,352,1044
1926,3129,1621,2220
1952,7272,3526,1027
1956,2556,2324,1489
2315,1222,2311,2326
2476,5479,6451,7102
2777,313,143,437
3501,7052,150,31
3801,3622,3517,4048
4039,81,31,195
4048,3801,3622,3517
4649,5056,1875,4258
4923,5164,6694,4048
5127,414,124,143
5361,3042,4133,4089
5385,1311,306,81
5731,7075,8606,8602
6451,9508,2476,5479
7520,1052,1316,328
8739,7695,3211,6506
9508,7102,6451,5479
9602,9403,7750,823
9791,4563,1076,8166
445,30,61,124
2380,2257,456,3916
4576,3343,4852,1044
4692,291,195,1256
5551,7756,8115,5126
5933,869,906,143
6383,5914,8075,5097
7227,2255,895,604
7575,5033,8850,6025
8547,9384,1660,7944
9356,9785,6856,4628
9862,6364,8716,820
6913,6070,635,9858
293,478,116,529
444,601,251,545
518,346,257,229
1222,1916,2315,335
1662,1258,2123,2741
1896,639,4277,1207
2123,1258,1662,2741
2326,2315,2311,1916
2643,1411,763,4597
2724,1420,765,357
2990,3402,3639,1207
3080,2553,4003,478
3306,7481,1545,9194
3595,531,824,646
4525,2475,2786,386
4658,6716,2215,3871
4769,1180,2292,3093
5540,3700,3948,1885
5693,1156,787,1096
6530,3700,5540,6417
6716,4658,2215,3871
9425,1462,673,1281
9671,6359,9402,9404
9773,2990,9372,738
53,345,447,2
314,1391,2195,53
536,1737,842,393
985,1683,2707,2246
1049,565,603,389
1164,313,143,318
1391,2195,314,2007
2019,2391,2477,3060
2118,3249,970,4745
2195,1391,314,2007
3062,1371,619,6060
3433,9941,9785,5241
3456,4237,4363,407
4237,4363,3456,407
5776,1708,551,143
8722,1688,2037,8065
474,1294,900,2503
730,1161,131,3079
1584,125,154,6481
2011,1645,1236,1389
3212,1771,4870,8207
3869,5478,657,5556
5275,6832,5053,9315
5478,8470,9302,3869
5881,6128,9214,3505
6481,1584,7262,8696
7079,7563,8625,2464
7563,7079,8625,2464
8007,822,5419,3869
8625,7563,7079,2464
8696,2257,9018,2380
9632,4220,9232,8071
9645,6184,5358,3412
