book_id,votos,nota_media
1576,984,3.9
1577,640,4.5
1578,887,3.9
1579,549,3.7
1580,972,3.6
1581,1069,4.2
1582,926,3.8
1583,649,3.6
1584,1128,4.1
1585,770,3.8
1586,816,3.8
1587,819,3.8
1588,1063,3.5
1589,998,3.8
1590,1052,3.9
1591,868,4.1
1592,994,3.5
1593,780,4.0
1594,593,3.8
1595,357,4.2
1596,704,3.3
1597,809,4.3
1598,982,3.8
1599,684,4.0
1600,845,4.0
1601,488,3.9
1602,1043,4.5
1603,984,4.4
1604,410,4.1
1605,1067,3.7
1606,1023,4.0
1607,781,4.1
1608,545,3.8
1609,233,4.3
1610,872,3.8
1611,601,4.1
1612,574,3.9
1613,599,3.7
1614,525,4.0
1615,510,4.1
1616,653,3.8
1617,800,4.1
1618,469,4.5
1619,383,4.3
1620,818,3.9
1621,498,3.9
1622,1109,3.8
1623,614,4.3
1624,665,3.8
1625,461,3.6
1626,583,4.2
1627,1015,4.0
1629,853,4.0
1630,1035,4.4
1631,740,3.9
1632,860,4.2
1633,1026,3.6
1634,699,4.0
1635,697,4.2
1636,828,4.3
1637,450,3.7
1638,841,3.8
1639,965,3.7
1640,1082,3.2
1641,1145,3.9
1642,926,3.9
1643,879,4.0
1644,1027,3.9
1645,652,3.7
1646,1007,3.8
1648,909,4.1
1649,833,3.8
1650,992,4.1
1652,538,4.0
1653,824,4.3
1654,942,4.5
1655,884,3.3
1656,705,4.3
1657,736,4.1
1659,834,4.0
1660,739,3.8
1661,649,3.8
1662,849,4.0
1663,438,3.3
1664,903,4.0
1666,806,4.2
1667,621,3.8
1668,785,4.4
1669,594,3.5
1670,687,4.1
1671,766,4.0
1672,659,4.1
1674,659,3.7
1675,882,3.7
1676,850,3.8
1677,997,3.4
1678,769,4.1
1679,1080,4.1
1680,615,4.0
1681,1210,3.5
1682,1004,3.8
1683,492,4.1
1684,370,4.0
1685,793,3.7
1686,804,3.9
1687,759,4.3
1688,877,3.5
1689,719,4.0
1690,1010,4.2
1691,601,3.9
1692,519,3.4
1693,875,4.0
1694,984,4.0
1695,1123,4.0
1696,715,3.8
1697,378,3.7
1698,869,4.1
1700,815,3.9
1701,586,3.2
1703,543,3.8
1704,811,4.1
1705,344,4.1
1706,968,4.1
1707,1124,4.0
1708,873,3.3
1709,798,3.9
1710,782,3.9
1711,588,3.5
1712,683,3.9
1713,538,3.6
1714,1090,3.9
1715,676,4.1
1716,680,4.1
1717,858,4.3
1718,848,3.6
1719,847,3.8
1720,521,3.9
1721,498,4.2
1722,964,4.2
1723,780,4.4
1724,483,3.9
1726,577,3.9
1727,889,4.0
1728,726,4.0
1730,718,3.3
1731,628,4.2
1732,482,3.9
1733,915,3.6
1734,664,4.3
1735,596,3.6
1736,673,4.0
1737,801,3.7
1738,657,4.1
1739,1190,3.7
1740,805,3.4
1741,858,4.0
1742,754,3.8
1743,758,4.0
1744,609,3.8
1745,768,3.8
1746,710,4.0
1747,292,4.2
1748,700,3.5
1749,428,3.9
1750,304,4.0
1751,623,4.1
1752,912,4.0
1754,480,4.4
1755,519,3.7
1756,261,4.1
1757,750,3.9
1758,717,3.9
1759,759,3.9
1760,552,4.3
1761,468,3.8
1762,820,3.5
1763,738,3.9
1764,712,4.0
1765,773,4.0
1766,879,3.9
1767,545,4.0
1768,990,4.0
1769,707,4.0
1770,773,4.0
1771,646,3.8
1772,1032,4.2
1774,884,3.9
1775,868,4.2
1776,711,4.0
1777,190,3.8
1778,286,4.0
1779,733,4.0
1780,531,3.9
1781,601,4.3
1782,755,4.2
1783,896,3.7
1784,658,4.2
1785,903,3.9
1786,824,3.8
1788,652,4.7
1789,551,3.7
1790,572,3.7
1791,684,3.4
1792,626,4.2
1793,295,2.1
1794,877,3.5
1795,1112,3.7
1796,890,3.7
1797,768,3.6
1798,726,3.9
1799,550,4.0
1800,650,3.9
1801,857,3.6
1802,876,3.5
1803,604,3.5
1804,824,3.7
1805,453,4.1
1806,822,3.8
1807,736,4.0
1808,807,4.4
1809,757,4.0
1810,676,3.8
1811,825,3.6
1812,657,4.1
1813,637,4.0
1814,681,3.8
1815,565,4.3
1816,750,3.7
1817,536,3.8
1818,748,4.2
1819,820,3.7
1820,555,3.9
1821,951,4.0
1822,201,2.5
1823,927,4.2
1824,459,3.7
1825,898,4.1
1826,796,4.1
1827,874,3.8
1828,402,4.1
1829,633,3.8
1830,608,3.4
1831,642,4.0
1832,661,4.0
1833,673,4.3
1834,791,3.6
1835,498,3.5
1836,562,4.3
1838,753,4.2
1839,602,3.8
1840,564,4.0
1841,644,3.6
1842,668,3.8
1843,837,3.2
1844,290,3.8
1845,895,3.8
1846,477,3.7
1847,601,4.0
1848,667,3.8
1849,579,3.9
1850,584,3.7
1851,581,4.3
1852,336,4.0
1853,529,3.6
1854,500,3.9
1855,376,3.9
1856,604,3.8
1857,762,4.3
1858,718,3.9
1859,735,4.1
1860,616,4.0
1861,567,3.5
1862,662,3.9
1863,732,4.3
1864,805,3.9
1865,348,4.0
1866,771,3.1
1868,667,4.0
1869,716,4.1
1870,762,4.0
1871,675,4.1
1872,528,3.8
1873,851,3.6
1874,746,3.8
1875,534,4.2
1876,713,4.1
1877,874,4.2
1878,907,3.4
1879,669,3.3
1880,567,4.1
1881,715,3.9
1882,622,3.9
1883,469,4.1
1884,632,4.0
1885,939,3.8
1886,644,4.1
1887,854,4.0
1888,625,4.1
1889,734,4.3
1890,747,4.3
1891,738,4.3
1892,806,3.7
1893,445,3.9
1894,593,3.2
1895,862,4.5
1896,705,3.9
1897,434,3.8
1898,689,4.2
1899,711,3.5
1900,1013,3.8
1901,762,4.5
1902,851,3.6
1903,788,3.9
1904,208,4.5
1906,538,4.0
1907,709,4.1
1908,695,3.4
1909,557,4.3
1910,844,4.1
1911,790,3.9
1912,782,3.8
1913,476,3.8
1914,694,4.0
1915,544,3.9
1916,979,3.9
1917,675,3.4
1918,703,3.8
1919,466,3.7
1920,647,3.7
1921,605,4.1
1922,731,3.8
1923,722,3.7
1924,912,4.2
1925,467,4.1
1926,405,4.0
1927,585,3.9
1928,686,3.6
1929,203,4.1
1930,567,4.1
1931,807,4.0
1932,718,4.2
1934,509,3.3
1936,842,3.6
1937,715,3.8
1938,953,3.6
1939,600,4.1
1940,677,3.8
1941,680,3.7
1942,485,3.7
1943,673,3.5
1944,721,4.0
1945,776,4.2
1946,751,4.3
1948,640,3.9
1949,830,3.9
1950,408,4.1
1952,553,4.1
1953,904,3.9
1954,756,3.9
1955,470,3.7
1956,921,4.2
1957,877,3.9
1958,607,3.8
1959,905,3.9
1960,406,3.8
1961,751,4.1
1962,707,4.4
1963,696,4.0
1964,747,4.2
1965,592,3.9
1966,559,4.1
1967,445,4.1
1968,656,3.9
1969,642,3.8
1970,927,3.8
1971,544,3.7
1972,684,4.1
1973,368,3.6
1974,765,3.8
1975,836,3.9
1976,729,3.9
1977,826,3.9
1978,698,3.9
1979,842,3.3
1980,857,4.0
1982,587,3.5
1984,819,4.2
1985,343,3.8
1986,691,3.7
1987,889,4.0
1988,403,3.8
1989,749,3.7
1990,703,3.9
1991,586,3.7
1992,219,4.0
1993,879,3.6
1995,483,4.5
1996,602,3.8
1997,634,3.9
1998,273,4.1
1999,684,3.6
2000,815,3.6
2001,277,4.4
2002,607,4.0
2003,712,3.9
2004,743,4.0
2005,795,3.9
2006,726,4.1
2007,818,3.9
2008,573,4.2
2009,695,3.9
2010,725,4.0
2011,529,3.0
2012,795,3.8
2013,714,3.5
2014,559,3.9
2015,893,3.2
2016,694,4.1
2017,575,4.0
2018,711,4.2
2019,534,3.7
2020,324,4.2
2021,427,3.5
2022,171,3.6
2023,537,3.9
2024,545,4.0
2025,844,3.6
2026,680,3.9
2028,768,3.3
2029,657,3.5
2030,578,4.0
2031,640,3.9
2032,976,3.7
2034,683,3.9
2035,688,3.4
2036,396,4.1
2037,758,3.9
2038,542,3.8
2039,848,4.2
2041,937,3.5
2042,385,3.5
2043,877,4.3
2044,705,3.7
2045,772,3.7
2046,621,2.9
2047,818,3.8
2048,608,3.7
2049,849,4.0
2050,442,4.1
2051,710,3.9
2052,613,3.9
2053,870,4.0
2054,722,3.7
2055,648,4.0
2056,683,3.9
2057,693,3.7
2058,662,4.0
2059,526,4.2
2060,406,4.1
2061,538,3.9
2062,560,3.9
2063,747,3.9
2064,551,4.3
2065,583,3.8
2066,799,4.0
2067,546,3.7
2068,667,3.8
2069,494,3.6
2070,247,3.9
2071,713,4.0
2072,330,4.1
2073,481,3.9
2074,686,4.0
2075,496,3.6
2076,730,3.5
2077,612,3.4
2078,885,4.3
2079,723,3.8
2080,350,3.8
2081,750,4.5
2083,484,4.0
2084,725,4.2
2085,759,3.7
2086,887,4.1
2087,675,3.6
2088,743,3.6
2089,887,3.8
2090,734,4.0
2091,550,4.1
2092,305,4.2
2093,532,4.6
2094,833,3.8
2095,828,4.4
2096,565,4.0
2097,500,3.9
2098,692,3.9
2099,323,4.2
2101,560,4.6
2102,742,3.7
2103,633,4.2
2104,638,4.0
2105,651,3.9
2107,776,3.7
2108,228,4.0
2109,861,3.8
2110,405,4.2
2111,458,4.1
2112,593,4.1
2113,543,3.9
2114,653,3.9
2115,512,4.1
2116,649,3.9
2117,571,3.7
2118,796,4.2
2119,498,3.8
2120,551,4.0
2121,675,4.0
2122,379,3.5
2123,632,4.0
2124,965,3.7
2125,795,3.9
2126,644,4.0
2127,650,4.2
2128,794,3.9
2129,514,3.9
2130,531,3.8
2131,554,3.9
2132,296,3.9
2133,758,3.7
2134,572,3.5
2135,688,4.1
2136,788,2.9
2137,644,3.7
2138,798,3.9
2139,262,4.2
2140,566,4.1
2141,528,4.2
2142,756,4.0
2143,467,4.2
2144,535,4.1
2145,388,3.9
2146,242,3.9
2147,848,3.6
2148,498,3.6
2149,445,4.6
2150,682,3.9
2152,404,3.7
2153,580,3.9
2154,634,4.1
2155,911,3.4
2156,628,3.7
2157,594,4.1
2158,785,4.0
2159,511,4.1
2160,569,4.4
2161,423,4.2
2162,338,3.5
2163,544,3.5
2164,484,4.1
2165,399,3.8
2166,229,4.1
2167,652,4.6
2168,678,4.1
2169,556,3.5
2170,746,4.0
2171,251,3.2
2172,669,4.1
2173,591,3.6
2174,375,4.3
2175,433,4.3
2176,611,4.4
2177,500,3.9
2179,573,3.6
2180,558,3.8
2181,772,4.2
2182,467,3.9
2183,576,3.9
2184,760,3.8
2186,472,4.1
2187,487,3.8
2188,777,3.9
2189,621,4.0
2190,875,3.8
2192,783,3.4
2193,709,3.1
2194,618,4.4
2195,608,3.8
2196,699,3.9
2197,719,3.7
2198,746,4.0
2199,862,4.1
2200,303,3.9
2201,501,3.5
2202,435,3.2
2203,591,4.0
2204,771,3.5
2206,353,3.5
2207,665,3.9
2209,719,4.5
2210,633,4.1
2211,513,3.7
2212,653,3.7
2213,764,4.0
2214,751,3.9
2215,775,3.9
2216,492,3.6
2217,462,4.1
2218,589,3.9
2219,659,3.5
2220,333,3.9
2221,682,3.8
2222,206,4.3
2223,525,4.1
2224,702,4.0
2225,547,3.8
2226,440,4.3
2227,435,3.7
2229,540,3.4
2230,701,4.1
2231,259,3.8
2232,422,3.6
2233,482,3.8
2234,569,3.6
2235,619,3.9
2236,350,4.4
2237,656,4.3
2238,433,4.0
2239,489,4.0
2240,719,3.7
2241,575,3.9
2242,639,3.9
2244,528,4.6
2245,683,4.1
2246,408,4.0
2247,565,4.0
2248,366,4.0
2249,496,3.5
2250,589,3.8
2251,511,3.8
2252,703,3.6
2253,444,4.0
2254,631,4.0
2255,458,4.0
2256,217,4.5
2257,641,4.0
2258,407,4.0
2259,705,3.8
2260,752,4.2
2261,660,4.0
2262,577,3.9
2263,254,4.3
2264,737,3.9
2265,451,3.9
2266,282,4.3
2267,515,4.1
2268,555,3.8
2269,579,4.1
2270,639,3.6
2271,856,4.2
2272,360,4.3
2274,714,3.9
2275,582,4.3
2277,624,3.9
2278,607,3.5
2279,547,3.9
2280,284,3.7
2281,665,3.7
2282,603,3.8
2283,446,3.5
2284,612,3.3
2285,550,4.1
2286,439,3.6
2287,614,4.2
2288,601,3.9
2289,643,4.0
2290,447,4.1
2291,545,3.8
2292,326,4.2
2293,622,3.8
2294,532,3.8
2295,534,3.9
2296,608,4.0
2297,580,3.9
2298,596,4.0
2299,658,4.3
2300,469,4.2
2301,547,4.1
2302,564,3.2
2303,687,4.0
2304,613,3.6
2305,360,3.9
2306,643,4.2
2307,650,3.6
2308,143,3.6
2309,460,3.8
2310,405,4.2
2311,590,3.9
2312,737,3.8
2314,768,3.8
2315,671,4.0
2316,562,3.9
2317,522,4.1
2318,389,3.9
2319,445,4.1
2320,301,4.0
2321,598,3.8
2322,659,3.9
2323,349,3.6
2324,771,4.1
2325,523,4.2
2326,657,4.0
2327,331,3.9
2328,446,3.8
2329,344,3.8
2331,581,4.4
2334,494,4.1
2335,568,3.7
2336,407,4.0
2337,485,3.8
2338,480,3.9
2339,601,4.1
2340,414,3.1
2341,675,4.0
2342,514,3.9
2343,487,3.9
2344,367,3.9
2345,397,4.0
2346,571,4.2
2347,736,3.7
2349,328,3.8
2350,640,3.7
2351,618,4.0
2352,869,3.4
2353,745,4.5
2354,539,3.9
2355,828,3.5
2356,663,4.4
2357,565,4.0
2358,587,3.8
2359,605,3.8
2360,420,4.0
2361,730,3.8
2362,369,4.0
2363,438,4.0
2365,697,4.1
2366,631,4.0
2367,621,4.0
2368,609,3.6
2369,585,4.1
2370,599,3.9
2371,494,3.7
2372,495,4.1
2373,434,4.0
2374,722,4.3
2375,674,3.9
2376,529,3.9
2377,513,4.1
2378,482,3.6
2379,441,3.7
2380,711,4.1
2381,623,3.7
2382,632,4.2
2383,553,3.9
2384,612,4.1
2385,615,3.8
2386,372,4.2
2387,510,4.0
2388,221,3.9
2389,412,4.0
2390,584,3.9
2391,382,3.8
2392,609,3.7
2393,660,3.9
2394,463,3.5
2396,414,4.0
2397,543,4.4
2398,704,3.9
2399,619,3.6
2400,390,4.0
2401,524,3.7
2402,367,3.8
2403,839,3.6
2405,490,4.0
2406,717,3.8
2407,684,4.2
2408,591,3.5
2409,508,4.3
2410,492,4.1
2411,710,4.4
2413,450,4.1
2414,259,3.9
2415,768,3.8
2416,483,4.1
2417,512,3.9
2418,444,3.9
2419,450,3.9
2420,511,3.8
2421,336,3.8
2422,625,3.9
2423,592,4.0
2424,561,3.8
2425,305,3.6
2426,503,3.8
2427,274,3.8
2428,434,4.1
2429,671,4.0
2430,679,3.8
2431,441,3.4
2432,476,4.0
2433,606,3.5
2434,342,4.3
2435,321,3.7
2436,363,4.1
2438,489,4.1
2439,343,3.9
2440,639,3.6
2441,416,4.4
2442,203,3.5
2444,247,3.8
2445,555,4.0
2446,840,4.1
2447,459,3.9
2448,640,4.3
2449,705,3.5
2451,557,4.2
2452,799,3.8
2453,539,3.9
2454,331,3.7
2455,496,3.2
2456,494,3.7
2457,394,4.0
2458,580,3.7
2459,402,4.4
2460,232,4.3
2461,576,3.9
2462,469,3.6
2463,477,4.1
2464,770,3.5
2465,393,3.8
2466,608,4.2
2467,676,4.2
2468,719,4.1
2469,805,4.1
2470,771,4.3
2471,594,4.0
2472,465,3.7
2473,270,4.1
2474,232,4.0
2475,778,4.0
2476,552,3.9
2477,334,3.7
2478,640,3.8
2479,432,4.0
2480,308,4.0
2481,651,4.1
2482,326,4.2
2483,436,3.8
2484,560,4.1
2485,502,4.2
2486,623,3.4
2487,654,3.9
2488,483,3.6
2489,818,4.1
2490,679,3.8
2491,656,3.7
2492,346,4.1
2493,686,4.2
2494,503,3.3
2495,327,3.9
2496,693,3.2
2497,602,4.2
2498,506,3.7
2499,536,3.7
2500,609,3.9
2501,798,3.9
2503,349,4.1
2504,563,4.1
2505,290,4.1
2506,546,3.6
2507,452,4.3
2508,563,3.8
2510,519,3.5
2511,312,3.8
2512,554,4.1
2513,818,3.9
2514,496,3.9
2515,414,4.2
2516,604,3.9
2518,704,4.1
2519,640,3.9
2520,371,3.8
2521,306,3.5
2522,614,4.1
2523,666,4.2
2524,773,3.7
2525,597,3.9
2526,297,4.0
2527,324,4.5
2528,363,3.7
2529,435,3.6
2530,508,3.4
2531,317,3.8
2532,417,3.8
2533,569,4.0
2534,484,3.7
2535,532,4.3
2536,591,3.7
2537,268,4.1
2538,598,4.1
2539,523,4.0
2540,434,3.9
2541,529,4.3
2542,536,4.0
2543,602,3.9
2544,593,3.7
2545,452,4.3
2546,415,3.2
2547,678,3.8
2548,292,3.9
2549,638,4.0
2550,649,4.0
2551,491,3.8
2552,605,3.8
2553,602,3.8
2555,448,4.1
2556,688,4.2
2557,295,4.2
2558,574,4.3
2559,648,3.6
2560,217,4.0
2561,635,3.8
2563,477,4.1
2564,674,3.9
2565,359,4.1
2566,388,3.9
2567,440,3.8
2568,572,3.9
2569,476,3.7
2570,630,3.8
2571,629,4.1
2572,157,3.7
2573,655,3.4
2574,576,4.0
2575,446,4.0
2576,474,4.1
2577,575,3.9
2578,653,3.9
2579,552,4.3
2580,394,3.7
2581,548,3.4
2582,673,4.2
2583,517,3.5
2584,451,4.0
2585,255,4.1
2586,443,4.1
2587,590,4.1
2588,313,3.8
2589,489,3.5
2590,434,4.3
2591,486,3.9
2592,376,4.0
2593,372,3.6
2594,851,3.5
2595,453,3.8
2596,595,4.1
2597,604,4.1
2598,538,4.1
2599,493,4.1
2600,566,3.8
2602,413,3.9
2603,638,3.6
2604,655,3.6
2606,498,4.1
2607,660,3.5
2608,668,4.2
2609,416,3.8
2610,418,3.6
2611,679,4.2
2612,493,4.0
2614,566,4.3
2615,505,3.7
2616,566,3.7
2617,441,3.9
2618,398,3.7
2619,478,3.8
2620,579,4.1
2621,508,4.0
2622,455,4.1
2623,650,4.3
2625,483,4.3
2626,512,4.2
2627,416,4.3
2628,359,3.4
2629,524,4.5
2630,629,3.7
2631,664,4.2
2632,632,4.1
2633,544,3.5
2634,458,3.5
2635,164,3.5
2636,378,4.2
2637,523,4.0
2638,231,3.9
2639,619,4.0
2640,489,4.0
2641,535,3.9
2642,564,3.9
2643,543,4.0
2644,503,4.0
2645,546,3.7
2646,584,3.9
2647,358,4.1
2648,554,4.4
2649,200,3.9
2650,354,3.7
2651,430,4.2
2652,450,3.7
2653,426,3.6
2654,436,4.1
2655,470,4.4
2656,231,4.1
2657,598,3.7
2658,772,3.8
2660,228,4.3
2661,547,3.8
2662,392,4.1
2663,500,3.3
2664,538,3.3
2666,573,4.0
2667,248,4.1
2668,413,4.0
2669,580,4.0
2670,417,4.1
2671,684,3.9
2672,273,4.2
2673,485,3.9
2674,633,4.0
2675,417,3.8
2676,454,3.8
2677,714,4.2
2678,380,4.0
2679,704,3.6
2680,377,3.7
2681,220,4.2
2682,410,4.0
2683,376,3.8
2684,536,3.9
2685,327,3.8
2686,172,3.7
2687,532,3.9
2688,518,3.6
2689,442,4.3
2691,546,3.8
2693,466,4.0
2694,266,4.2
2695,517,3.5
2696,472,4.1
2697,433,3.7
2698,403,4.1
2700,457,4.0
2701,503,3.3
2702,447,4.1
2703,403,4.0
2704,534,3.5
2705,525,3.3
2706,376,4.0
2707,295,3.8
2708,470,3.5
2709,393,3.7
2710,515,3.5
2711,567,3.5
2712,364,4.0
2713,440,4.2
2714,449,4.0
2715,393,3.6
2716,414,4.1
2718,730,4.2
2719,436,4.1
2720,262,4.0
2721,507,4.1
2722,418,4.1
2723,438,3.6
2724,552,3.9
2725,334,3.9
2726,326,3.8
2727,313,3.8
2728,474,4.1
2729,396,4.4
2730,541,3.9
2731,439,4.0
2732,593,3.4
2733,321,3.9
2734,401,3.7
2735,545,3.7
2736,551,3.1
2737,630,3.9
2738,642,3.6
2739,373,3.8
2740,468,3.5
2741,606,4.0
2742,522,3.5
2744,222,3.9
2745,531,3.9
2746,616,3.9
2749,136,2.9
2750,600,4.2
2751,529,4.1
2752,297,3.8
2753,302,4.2
2754,534,4.0
2755,501,4.0
2756,286,3.8
2757,574,4.0
2758,281,4.1
2759,354,3.9
2760,546,3.9
2761,517,3.5
2762,435,4.0
2763,523,3.8
2764,496,4.1
2765,311,4.3
2766,336,3.7
2767,431,4.6
2768,459,3.8
2769,431,3.8
2770,445,3.9
2772,488,4.2
2773,535,4.0
2774,414,3.8
2775,544,4.1
2777,563,3.7
2778,312,3.5
2780,409,4.1
2781,371,4.3
2782,442,4.1
2783,558,4.3
2784,277,3.6
2786,725,3.8
2787,527,3.6
2788,384,4.2
2789,501,3.9
2790,260,3.7
2791,451,3.9
2792,599,4.2
2793,489,3.2
2794,329,4.1
2796,425,4.1
2797,146,4.0
2798,624,4.2
2799,397,4.0
2800,535,3.6
2801,456,3.8
2802,530,4.1
2803,439,4.0
2804,369,4.2
2805,223,3.9
2806,454,3.5
2807,545,4.2
2808,412,4.0
2809,558,3.5
2810,548,3.9
2811,573,3.9
2812,336,3.9
2813,438,3.8
2814,576,4.1
2815,500,3.4
2816,378,3.9
2817,562,3.8
2818,249,4.2
2819,439,3.7
2820,577,3.6
2821,594,4.1
2822,448,3.7
2823,508,4.0
2824,546,3.6
2825,492,4.1
2826,469,4.0
2827,312,3.9
2828,476,4.0
2829,329,3.7
2830,455,4.2
2831,379,4.3
2832,497,4.0
2833,394,3.9
2834,374,4.1
2835,445,4.2
2836,358,3.9
2837,285,3.5
2838,332,3.7
2840,496,4.4
2841,415,3.9
2842,455,4.1
2843,277,3.9
2844,328,4.4
2845,373,4.0
2846,539,3.4
2847,297,3.8
2848,555,3.9
2849,508,3.9
2850,539,4.0
2851,297,4.0
2852,438,4.2
2853,466,3.8
2854,587,4.1
2855,195,3.5
2856,376,3.9
2857,433,4.0
2858,433,4.0
2859,566,4.0
2860,475,4.0
2861,381,3.9
2862,620,3.9
2863,407,4.0
2864,376,4.2
2865,293,4.4
2866,454,3.7
2867,262,4.0
2869,407,4.2
2870,431,3.5
2871,497,4.1
2872,412,4.2
2873,560,3.9
2874,437,4.0
2875,643,4.0
2876,411,3.6
2877,658,4.5
2878,425,3.9
2879,709,4.1
2880,182,3.9
2881,675,4.2
2882,417,4.0
2883,520,3.5
2884,448,4.3
2885,404,3.7
2886,176,3.8
2887,540,4.2
2888,564,3.8
2889,439,4.5
2890,460,4.1
2891,281,3.9
2892,685,4.2
2893,490,4.1
2894,265,4.2
2895,342,3.6
2896,161,3.8
2897,526,3.9
2898,503,4.1
2899,508,3.6
2900,575,3.8
2901,501,3.7
2902,296,3.5
2903,612,4.2
2904,444,3.8
2905,479,3.5
2906,337,4.0
2907,478,4.1
2908,326,3.6
2909,276,3.8
2910,333,4.0
2911,576,3.8
2912,318,3.8
2913,297,4.0
2914,503,3.6
2915,351,4.0
2916,405,3.8
2917,422,4.0
2918,482,3.6
2919,325,3.8
2920,411,4.1
2921,379,4.2
2922,253,4.3
2923,501,3.7
2924,400,3.5
2925,254,3.6
2926,413,3.9
2927,627,3.5
2928,180,3.6
2929,298,3.9
2930,544,4.3
2931,490,3.8
2932,427,3.9
2933,394,3.4
2934,212,3.8
2935,365,4.2
2936,672,3.6
2937,643,4.5
2938,347,3.6
2939,570,4.0
2940,370,4.5
2942,633,4.1
2943,566,3.2
2944,668,4.2
2945,578,3.3
2946,298,4.1
2947,440,4.0
2948,280,3.8
2949,327,3.9
2950,557,4.1
2951,309,4.0
2952,526,3.7
2953,522,3.3
2954,480,4.2
2955,496,4.2
2956,216,4.5
2957,389,4.1
2958,400,4.2
2959,555,4.2
2960,560,4.1
2961,300,3.9
2962,332,3.6
2963,247,4.2
2964,404,4.2
2965,573,3.6
2966,172,3.9
2967,445,3.7
2968,439,3.8
2969,513,3.9
2970,380,3.9
2971,475,4.3
2972,402,3.9
2973,377,3.9
2974,466,3.9
2975,463,4.3
2976,547,4.1
2977,402,4.0
2978,571,4.2
2979,653,3.8
2980,374,4.1
2981,562,3.9
2982,331,4.0
2983,366,3.8
2984,389,3.9
2985,502,3.8
2986,421,3.7
2987,402,3.9
2988,496,4.0
2989,493,3.9
2990,563,4.0
2991,481,3.6
2992,475,4.2
2993,542,4.1
2994,527,3.7
2995,315,3.9
2996,435,4.0
2997,562,4.3
2998,459,4.3
2999,483,3.7
3000,676,4.0
3001,414,3.9
3002,616,3.5
3003,467,4.0
3005,421,4.0
3006,415,3.9
3007,516,3.5
3008,232,3.6
3009,179,3.7
3010,313,3.6
3011,378,3.6
3013,451,4.0
3014,401,4.1
3015,458,4.2
3016,396,3.7
3017,387,4.1
3018,406,3.9
3019,498,4.2
3020,429,3.9
3021,451,3.9
3022,620,3.6
3023,423,3.8
3024,311,4.3
3025,528,3.7
3026,276,3.8
3027,547,3.8
3028,506,4.0
3029,349,3.7
3030,230,4.5
3031,355,3.7
3032,310,3.5
3033,567,4.2
3034,301,3.2
3035,388,3.9
3036,526,3.7
3037,491,4.2
3038,476,3.9
3039,472,3.4
3041,132,4.1
3042,341,3.8
3043,370,3.9
3044,400,3.9
3045,412,3.6
3046,407,3.9
3047,508,4.0
3048,360,3.7
3049,374,3.7
3050,444,4.0
3051,643,4.2
3052,455,3.8
3053,432,3.6
3054,297,4.6
3055,445,4.3
3056,481,4.1
3057,363,4.2
3058,342,4.1
3059,298,3.9
3060,297,3.8
3061,378,4.0
3062,266,3.7
3063,567,4.0
3064,527,3.5
3065,473,3.8
3066,599,3.9
3067,404,3.7
3068,494,3.8
3069,232,4.0
3070,452,3.3
3071,383,3.9
3072,496,4.1
3073,386,4.0
3074,451,3.9
3075,225,3.2
3076,620,3.8
3077,558,3.8
3078,490,4.3
3079,539,3.7
3080,488,3.8
3082,588,4.5
3083,413,3.3
3084,518,3.4
3085,354,4.1
3086,589,4.5
3087,448,3.6
3088,394,3.9
3089,365,4.0
3090,562,3.5
3091,502,4.3
3092,414,3.4
3093,272,4.3
3094,394,4.2
3095,283,4.6
3096,556,3.9
3097,414,4.1
3098,445,3.7
3099,395,4.1
3100,563,3.6
3101,477,4.2
3102,379,3.8
3103,382,4.0
3104,158,4.2
3105,479,4.2
3106,478,4.0
3107,330,3.9
3108,477,3.9
3109,442,3.9
3110,202,4.3
3111,378,3.9
3112,420,3.7
3113,435,3.6
3114,173,4.0
3115,437,4.2
3116,370,4.0
3117,399,3.9
3118,476,3.5
3119,370,3.9
3120,560,4.2
3121,335,3.9
3122,480,4.1
3123,269,3.6
3124,382,4.4
3125,443,4.1
3126,376,4.3
3127,490,4.0
3128,619,3.6
3129,267,4.0
3131,430,3.9
3132,474,3.7
3133,478,3.7
3134,488,3.7
3135,391,4.1
3136,465,3.9
3137,423,3.8
3138,553,4.0
3139,265,4.0
3140,251,4.1
3141,499,3.3
3142,234,4.2
3143,570,4.1
3144,542,3.8
3146,252,2.6
3148,258,4.1
3149,277,3.1
3151,470,4.1
3152,164,4.0
3153,337,4.2
3154,352,4.2
3155,432,3.8
3156,380,3.3
3157,337,4.2
3158,363,4.0
3159,296,4.1
3160,376,3.7
3161,403,3.9
3162,468,3.8
3163,444,3.9
3164,359,4.1
3165,318,3.6
3166,521,3.9
3167,386,4.1
3168,401,4.0
3169,465,4.0
3170,419,3.9
3171,412,3.8
3172,383,4.4
3173,459,3.9
3174,427,4.3
3175,525,3.8
3176,400,4.0
3177,504,4.3
3178,351,3.7
3179,405,4.1
3180,333,3.9
3181,167,4.0
3182,472,3.8
3183,335,4.2
3184,427,3.9
3185,468,4.3
3186,319,4.0
3187,278,3.8
3188,443,4.1
3189,385,4.3
3190,378,4.2
3191,353,4.5
3192,343,4.0
3193,388,3.6
3194,535,3.3
3195,470,3.4
3196,311,3.8
3197,494,3.9
3198,521,4.1
3200,650,4.1
3202,458,3.9
3203,197,4.0
3204,370,3.7
3205,613,3.5
3206,406,4.1
3207,340,3.8
3208,427,4.0
3209,399,3.5
3210,414,3.7
3211,287,3.6
3212,392,3.5
3213,426,3.9
