book_id,author
2663,Simon Pare
2664,Ian McEwan
2665,Abbi Glines
2666,Tom Clancy
2667,Ann Voskamp
2668,Robert Bloch
2669,Robin Hobb
2670,Alistair MacLean
2670,Clint Willis
2671,Maeve Binchy
2672,Rupi Kaur
2673,Tom Clancy
2674,Neil Gaiman
2675,Rosamund Lupton
2676,Liu Cixin
2676,Ken Liu
2677,Terry Pratchett
2678,Mark Millar
2678,Kilian Plunkett
2678,Andrew Robinson
2678,Walden Wong
2678,Dave Johnson
2679,Julia Glass
2680,Benjamin Franklin
2680,Lewis Leary
2681,Timothy J. Keller
2682,Mark  Lawrence
2683,Jeffrey Archer
2684,Meg Cabot
2685,Sara Shepard
2686,W. Chan Kim
2686,Renée Mauborgne
2687,James Patterson
7412,Tyler Oakley
2688,Sarah Addison Allen
2689,Audrey Wood
2689,Don    Wood
2690,Matthew FitzSimmons
2691,Christopher Moore
2692,Jamie McGuire
2693,Vernor Vinge
2694,Eckhart Tolle
2695,Caroline B. Cooney
2696,Robert Lopshire
2697,Sophie Jordan
2698,Italo Calvino
2698,William Weaver
2699,Jessica Park
2700,Richard Flanagan
2701,A.N. Roquelaure
2701,Anne Rice
2702,Jennifer Worth
2703,Hunter S. Thompson
2704,Jennifer Weiner
2705,L.J. Smith
2706,Susan Elizabeth Phillips
2707,Michael   Lewis
2708,Jennifer Weiner
2709,Stendhal
2709,Roger Gard
2778,Lauren Barnholdt
2710,Philippa Gregory
2711,Catherine Fisher
2712,C.C. Hunter
2713,Bev Vincent
2714,Josephine Angelini
2715,Alyson Noel
2716,N.H. Kleinbaum
2717,Emily Bleeker
2718,Terry Pratchett
2719,John Flanagan
2720,Paramahansa Yogananda
2721,Kevin Hearne
2722,Alvin Schwartz
2722,Stephen Gammell
2723,Harlan Coben
2724,John Hersey
2725,Jennifer Brown
2726,Kasie West
2727,Karen Armstrong
2728,James S.A. Corey
2729,Pablo Neruda
2729,W.S. Merwin
2729,Cristina García
2730,Tom Clancy
2731,David Shannon
2732,Thomas More
2732,Paul Turner
2733,Pseudonymous Bosch
2733,Gilbert Ford
2734,Danielle  Paige
2735,Dean Koontz
2736,Aimee Bender
2737,James Patterson
2738,Dai Sijie
2738,Ina Rilke
2739,Roxane Gay
2740,V.C. Andrews
2741,Roald Dahl
2741,Quentin Blake
2742,Amy Chua
2743,Noelle Stevenson
2744,Giada De Laurentiis
2745,Patricia Cornwell
2746,James Patterson
2747,Jeanette Winterson
2748,R.K. Lilley
2749,Ravinder Singh
2750,Betty MacDonald
2750,Alexandra Boiger
2751,Michael Connelly
2752,Dan   Harris
2753,Ina Garten
2753,Quentin Bacon
2779,Raine Miller
2754,Michael Connelly
2755,Isaac Asimov
2756,Peter Lerangis
2757,Sena Jeter Naslund
2758,CLAMP
2758,Anthony Gerard
2759,Darren Shan
2760,Alan Moore
2760,Kevin O''Neill
2761,M.T. Anderson
2762,Nalini Singh
2763,Euripides
2763,Rex Warner
2764,Cinda Williams Chima
2765,Hannah Hurnard
2766,Charles Burns
2767,Brian K. Vaughan
2767,Fiona Staples
2768,Lee Child
2769,Therese Anne Fowler
2770,Kurt Vonnegut Jr.
2771,Catherine Ryan Hyde
2772,Martha Hall Kelly
2773,James Patterson
2773,Maxine Paetro
2774,Lee Child
2775,Anthony Marra
2776,Abbi Glines
2777,Will Schwalbe
2780,John Flanagan
2781,C.S. Lewis
2782,Warren Ellis
2782,Darick Robertston
2782,Garth Ennis
2783,Tamora Pierce
2784,George W. Bush
2785,James Patterson
2785,Gabrielle Charbonnet
2786,Jean Craighead George
2786,John Schoenherr
2787,Judy Blume
2788,David McCullough
2789,Robert Ludlum
2790,Jon Meacham
2791,David Baldacci
2792,Brandon Sanderson
2793,Helen Fielding
2794,C.S. Lewis
2795,Mia Sheridan
2796,Alyson Richman
2797,Umberto Eco
2797,Girolamo De Michele
2797,Alastair McEwen
2798,Robert Graves
2799,Joelle Charbonneau
2800,Janet Evanovich
2801,Kirsty Moseley
2802,Tamora Pierce
2803,Darynda Jones
2804,Amanda Lindhout
2804,Sara Corbett
2805,Vera Brosgol
2806,Bret Easton Ellis
2807,Kim Harrison
2808,R.A. Salvatore
2809,Jean Rhys
2810,John Fowles
2811,David Eddings
2812,Louise Rennison
2813,Caroline Kepnes
2814,Laini Taylor
2815,John Grisham
2816,Colleen Houck
2817,Frank Herbert
2818,Jacqueline Woodson
2819,Mira Grant
2820,Gwyn Hyman Rubio
2821,L.M. Montgomery
2822,Steve Berry
2823,Sue Grafton
2824,Katherine Howe
2825,Steven Erikson
2826,Kylie Scott
2827,Jeffrey Archer
2828,Joe Abercrombie
2829,Emma Healey
2830,Vince Flynn
2831,Isabel Wilkerson
2832,Claire North
2833,Carlos Ruiz Zafón
2834,Barbara W. Tuchman
2834,Robert K. Massie
2835,Vince Flynn
2836,John Marsden
2837,Robert M. Edsel
2837,Bret Witter
2838,Ava Dellaira
2839,Helen Bryan
2840,Yaa Gyasi
2841,Mary Roach
2842,David Baldacci
2843,Mark Millar
2843,John Romita Jr.
2843,Rob Liefeld
2844,Immaculée Ilibagiza
2844,Steve Erwin
2845,Michael  Grant
2846,Charles Dickens
2847,Joël Dicker
2848,Kate Atkinson
2849,Harlan Coben
2850,Maria V. Snyder
2851,CLAMP
2851,Shirley Kubo
2852,Koushun Takami
2852,Yuji Oniki
2853,Sarah Addison Allen
2854,Nevil Shute
2855,Sophia Amoruso
2856,Diane Chamberlain
2857,Elizabeth Peters
2858,Nora Roberts
2859,Tom Clancy
2860,C.S. Lewis
2861,Anthony Horowitz
2862,Dean Koontz
2863,Daniel Silva
2864,Mo Willems
2865,Edward Gorey
2866,Terry Pratchett
2866,Stephen Baxter
2867,Steven Pressfield
2867,Robert McKee
2868,Abbi Glines
2869,Raymond Carver
2870,Sarah Dessen
2871,Michael J. Sullivan
2872,Diane Chamberlain
2873,Larry Niven
2873,Jerry Pournelle
2874,Nora Roberts
2875,W. Somerset Maugham
2875,Benjamin DeMott
2875,Maeve Binchy
2876,Gayle Forman
2877,A.A. Milne
2877,Ernest H. Shepard
2878,Lisa Gardner
2879,Virginia Lee Burton
2880,Veronica Roth
2881,Terry Pratchett
2882,Nora Roberts
2883,Jodi Picoult
2884,Alexandra Bracken
2885,Vicki Myron
2885,Bret Witter
2886,Soman Chainani
2887,Kim Harrison
2888,Tana French
2889,Brandon Sanderson
2890,Jeffery Deaver
2891,Gordon Korman
2892,Margret Rey
2892,H.A. Rey
2893,Michael Connelly
2894,Naoko Takeuchi
2895,Steven D. Levitt
2895,Stephen J. Dubner
2896,Raina Telgemeier
2896,Gurihiru
2897,Sarah Vowell
2898,Roger Zelazny
2899,Alice Hoffman
2900,Orson Scott Card
2902,Paulo Coelho
2903,Joseph Campbell
2903,Bill Moyers
2904,John Scalzi
2905,Jo Baker
2906,Cary Elwes
2906,Joe Layden
2906,Various
2906,Rob Reiner
2907,Peggy Rathmann
2908,Robyn Schneider
2909,Jude Watson
2910,Frank W. Abagnale
2910,Stan Redding
2911,Laurell K. Hamilton
2912,Gary Zukav
2913,J. Kenner
2914,Marisha Pessl
2915,Josh Malerman
2916,Dan Wells
2917,Timothy Egan
2918,Ellen Marie Wiseman
2919,Sara Shepard
2920,Vince Flynn
2921,Sylvia Plath
2922,Scott Snyder
2922,Greg Capullo
2922,Jonathan Glapion
2923,Christopher Moore
2924,Raymond Khoury
2925,Kathy Griffin
2926,Milan Kundera
2926,Aaron Asher
2927,Nicholas Evans
2928,Sherry Argov
2929,Sara Shepard
2930,Kim Harrison
2931,Edwin A. Abbott
2931,Banesh Hoffmann
2932,Libba Bray
2933,Tim Tharp
2934,Erich Fromm
2934,Peter D. Kramer
2934,Rainer Funk
2935,Suzanne Collins
2936,Terry Pratchett
2937,Neil Gaiman
2937,Shawn McManus
2937,Colleen Doran
2937,Bryan Talbot
2937,George Pratt
2937,Stan Woch
2937,Dick Giordano
2937,Todd Klein
2938,Marian Keyes
2939,Pat Conroy
2940,Francine Rivers
2941,Mary E. Pearson
2942,James Clavell
2943,Eleanor Brown
2944,Terry Pratchett
2945,Tom Perrotta
2946,Mihaly Csikszentmihalyi
2947,Margaret Weis
2947,Tracy Hickman
2948,Portia de Rossi
2949,Lisa Kleypas
2950,Carl Bernstein
2950,Bob Woodward
2951,Andrea Cremer
2952,George Eliot
2952,A.S. Byatt
2953,Gary Shteyngart
2954,Robin McKinley
2955,J.R. Ward
2956,Michelle Rowen
2956,Richelle Mead
2957,C.S. Lewis
2958,Douglas R. Hofstadter
2959,Tamora Pierce
2960,Robert Frost
2960,Edward Connery Lathem
2961,Rodman Philbrick
2962,Jennifer E. Smith
2963,Philip Yancey
2964,Vince Flynn
2965,Jean M. Auel
2966,Jeff Kinney
2967,Åsne Seierstad
2967,Ingrid Christopherson
2968,D.J. MacHale
2969,China Miéville
2970,Kathy Reichs
2971,Ilona Andrews
2972,Chelsea M. Cameron
2973,Arthur Hailey
2974,James Patterson
2975,Harold Bloom
2975,Terry Southern
2975,David H. Goldsmith
2975,James Lundquist
2975,Lawrence R. Broer
2975,Peter J. Reed
2975,Loree Rackstraw
2975,William S. Doxey
2975,Jerome Klinkowitz
2975,Richard Giannone
2975,John L. Simons
2975,Leonard Mustazza
2975,Zoltan Ab di-Nagy
2975,Peter Freese
2975,Wendy B. Faris
2976,Beverly Cleary
2976,Alan Tiegreen
2977,Timothy Zahn
2978,Brandon Sanderson
2979,Stephen King
2980,Patricia McCormick
2981,James Patterson
2982,Alexander Pushkin
2982,James E. Falen
2983,Amie Kaufman
2983,Meagan Spooner
2984,Alison Goodman
2985,E.L. Konigsburg
2986,P.C. Cast
2986,Kristin Cast
2987,Rachel Hawkins
2988,Carolyn Keene
2988,Russell H. Tandy
2988,Sara Paretsky
2989,Nelson DeMille
2990,Hugh Lofting
2990,Michael Hague
2991,Jodi Picoult
2992,Arnold Lobel
2993,Shirley Jackson
2994,Adriana Trigiani
2995,Steve Berry
2996,Kelley Armstrong
2997,Richelle Mead
2998,Ilona Andrews
2999,Isabel Allende
2999,Nick Caistor
2999,Amanda Hopkinson
3000,Terry Pratchett
3001,Lara Adrian
3002,D.H. Lawrence
3002,Geoff Dyer
3003,Barbara Taylor Bradford
3004,Nicole  Williams
3005,David Baldacci
3006,William Gibson
3007,Lisa See
3008,Sarah Ockler
3009,Robert T. Kiyosaki
3009,Sharon L. Lechter
3010,Camilla Läckberg
3010,Steven T. Murray
3011,Jane Green
3012,Donna Mabry
3013,John Scalzi
3014,Laura Joffe Numeroff
3014,Felicia Bond
3015,Colleen Hoover
3016,Marian Keyes
3017,Georgia Cates
3018,Mary Higgins Clark
3019,Robin McKinley
3020,Franz Kafka
3020,Jason Baker
3020,Donna Freed
3021,Thrity Umrigar
3022,Unknown
3022,Burton Raffel
3022,Neil D. Isaacs
3023,Jerome K. Jerome
3024,Edward Abbey
3025,Janet Evanovich
3026,Tom Rath
3027,Tom Robbins
3028,Edward Rutherfurd
3029,Sidney Sheldon
3030,Richelle Mead
3031,Alyson Noel
3032,Bella Forrest
3033,Tom Wolfe
3034,Madeleine Wickham
3035,Tess Gerritsen
3036,Christopher Moore
3037,Edgar Allan Poe
3037,Byron Glaser
3037,Bill D. Fountain
3038,Jean Kwok
3039,Lauren Oliver
3040,Abbi Glines
3041,Leonardo da Vinci
3041,H. Anna Suh
3042,Kristin Hannah
3043,Blake Crouch
3044,Angie Sage
3044,Mark Zug
3045,Sophie Kinsella
3046,Mollie Katzen
3047,Dr. Seuss
3048,Orhan Pamuk
3048,Erdağ M. Göknar
3049,Carlos Castaneda
3050,David Baldacci
3051,Marcia Brown
3052,Cinda Williams Chima
3053,Janet Evanovich
3054,John   Williams
3055,Neil Gaiman
3055,Chris Bachalo
3055,Mark Buckingham
3055,Tori Amos
3056,Catherine Marshall
3058,Lisa Gardner
3059,Carol S. Dweck
3060,Jude Watson
3061,C.S. Lewis
3062,Richard H. Thaler
3062,Cass R. Sunstein
3063,Susan Cooper
3064,Jonathan Franzen
3065,Richard Paige
3065,Dean Koontz
3066,James Patterson
3067,Kristin Hannah
3068,Kurt Vonnegut Jr.
3069,Nassim Nicholas Taleb
3070,Kate Mosse
3071,Joseph J. Ellis
3072,Isaac Asimov
3073,Kerstin Gier
3074,Lawrence Wright
3075,Young Kim
3075,Stephenie Meyer
3076,John Fowles
3077,Samuel Taylor Coleridge
3077,Gustave Doré
3078,Robert Munsch
3078,Michael Martchenko
3079,John Steinbeck
3080,H. Rider Haggard
3081,Tina Reber
3082,Neil Gaiman
3082,Jill Thompson
3082,Vince Locke
3082,Peter Straub
3083,L.J. Smith
3084,Jeanne DuPrau
3085,Hermann Hesse
3085,Ursule Molinaro
3086,Neil Gaiman
3086,Bryan Talbot
3086,Stan Woch
3086,P. Craig Russell
3086,Shawn McManus
3086,John Watkiss
3086,Jill Thompson
3086,Duncan Eagleson
3086,Kent Williams
3086,Todd Klein
3087,Samantha Shannon
3088,Charles Dickens
3088,Helen Small
3088,Stephen Wall
3089,Anthony Horowitz
3090,Jacqueline Susann
3091,James A. Michener
3092,Dave Eggers
3093,Radwa Ashour
3093,رضوى عاشور
3094,Michael Rosen
3094,Helen Oxenbury
3095,Richelle Mead
3096,David Eddings
3097,Nora Roberts
3098,James Patterson
3098,Howard Roughan
3099,Peter F. Hamilton
3100,Thomas Rockwell
3101,Edgar Allan Poe
3101,Philip Pullman
3102,Heather Gudenkauf
3103,Neil Gaiman
3104,David Herbert Donald
3105,Ilona Andrews
3106,Graham Greene
3106,Robert  Stone
3107,Katie Ashley
3108,Patricia Cornwell
3109,Patrick O'Brian
3110,Akira Toriyama
3111,Alastair Reynolds
3112,James Patterson
3112,Maxine Paetro
3113,Janet Evanovich
3114,Rachel Renée Russell
3115,Kresley Cole
3116,Beth Revis
3117,Trudi Canavan
3118,Amy Tan
3119,Nicholas Sparks
3119,Micah Sparks
3120,Lloyd Alexander
3121,Amy Plum
3122,Anne Morrow Lindbergh
3123,John Perkins
3124,Jorge Luis Borges
3124,Anthony Kerrigan
3124,Anthony Bonner
3125,John Sandford
3126,Ernest Hemingway
3127,Ray Bradbury
3128,Anne Rice
3129,Chip Heath
3129,Dan Heath
3130,Sejal Badani
3131,John Fowles
3132,Gail Carson Levine
3133,Kurt Vonnegut Jr.
3134,Amanda Coplin
3135,Bill Bryson
3136,Maeve Binchy
3137,Terry Brooks
3138,L.M. Montgomery
3139,Mikhail Lermontov
3139,Paul Foote
3140,Francine Rivers
3141,Ian McEwan
3142,Edmund Morris
3143,M.M. Kaye
3144,Lee Child
3145,Jasinda Wilder
3146,Paulo Coelho
3147,Brandon Sanderson
3148,Donna VanLiere
3149,Rory Freedman
3149,Kim Barnouin
3150,Kristen Ashley
3151,Margret Rey
3151,H.A. Rey
3152,Alice Schroeder
3153,Julie Garwood
3154,John Flanagan
3155,Harlan Coben
3156,Orhan Pamuk
3156,Maureen Freely
3157,John Flanagan
3158,Tess Gerritsen
3159,Betty Crocker
3160,Gabrielle Zevin
3161,Harlan Coben
3162,James Patterson
3162,Michael Ledwidge
3163,James Patterson
3163,Michael Ledwidge
3164,Holly Goldberg Sloan
3165,Claudia Gray
3166,Laurell K. Hamilton
3167,Vince Flynn
3168,Nora Roberts
3168,Angela Dawe
3169,Richard Connell
3170,Cory Doctorow
3171,Jeff Lindsay
3172,Jalaluddin Rumi
3172,Coleman Barks
3173,Lisa Genova
3174,Steven Erikson
3175,Dean Koontz
3176,Rachel Caine
3177,Tamora Pierce
3178,William R. Forstchen
3179,Suzanne Collins
3180,David Levithan
3181,Helen Gardner
3181,Fred S. Kleiner
3181,Christin J. Mamiya
3182,Terry Brooks
3183,Gena Showalter
3184,Sarah Addison Allen
3185,Jennifer L. Armentrout
3186,Chimamanda Ngozi Adichie
3187,Miranda July
3188,Kevin Hearne
3189,Kresley Cole
3190,Vince Flynn
3191,Brian K. Vaughan
3191,Fiona Staples
3192,Jamie McGuire
3193,Carl Hiaasen
3194,Curtis Sittenfeld
3195,Nick Hornby
3196,Jack Canfield
3196,Mark Victor Hansen
3197,Alexander McCall Smith
3198,Michael Connelly
3199,C.J. Roberts
3200,Terry Pratchett
3201,Kresley Cole
3202,Kurt Vonnegut Jr.
3203,Brian Froud
3203,Terry Windling
3204,Elin Hilderbrand
3205,Stephen King
3205,Bernie Wrightson
3206,Jane Yolen
3207,Alan Weisman
3208,Erik Larson
3209,Elin Hilderbrand
3210,Virginia Woolf
3211,Cecelia Ahern
3212,Anne Brontë
3212,Angeline Goreau
3213,Nora Roberts
3214,Vince Flynn
3215,Sherrilyn Kenyon
3216,Pat Conroy
3217,Ami McKay
3218,Lisa McMann
3219,Donna Tartt
3220,Rick Riordan
3221,Ingrid Law
3222,Bill Simmons
3223,James Patterson
3224,عائض القرني
3225,A.P.J. Abdul Kalam
3225,Arun Tiwari
3226,L.J. Smith
3226,Kevin Williamson
3226,Julie Plec
3227,Nate Silver
3228,Ruta Sepetys
3229,Agatha Christie
3230,Gary Russell
3231,Olivia Cunning
3232,Marjorie Flack
3232,Kurt Wiese
3233,Rachel Renée Russell
3234,Laura Ingalls Wilder
3234,Garth Williams
3235,Simon Sinek
3236,Fannie Flagg
3237,Dorothy Allison
3238,Libba Bray
3239,Daniel Suarez
3240,Scott Turow
3241,Leigh Bardugo
3242,Joy Adamson
3243,Alfred Bester
3243,Neil Gaiman
3244,Tamora Pierce
3245,Rosamund Hodge
3246,Dan Simmons
3247,Dan Simmons
3248,Shaun Tan
3249,Brandon Sanderson
3250,Steve Martin
3251,مصطفى محمود
3252,Mark Twain
3253,Claire Messud
3254,Christopher Moore
3255,F. Scott Fitzgerald
3256,Augustine of Hippo
3256,Henry Chadwick
3256,Albert Cook Outler
3257,Kent Haruf
3258,Nora Roberts
3259,Cathy Marie Buchanan
3260,Chanda Hahn
3261,Sarah Silverman
3262,Patricia Highsmith
3264,James Clavell
3265,Christine Feehan
3266,Masashi Kishimoto
3267,Lauren Beukes
3268,Diane Ackerman
3269,David Mitchell
3270,Chris Hadfield
3271,Melissa Marr
3272,أحلام مستغانمي
3272,Ahlam Mosteghanemi
3273,John Grisham
3274,Dr. Seuss
3275,J.K. Rowling
3275,Mary GrandPré
3276,Anthony Horowitz
3277,Harlan Coben
3278,Robin Hobb
3279,Joanna Cole
3279,Bruce Degen
3280,Michael Connelly
3281,Holly Black
3281,Cassandra Clare
3282,Daniel Abraham
3282,George R.R. Martin
3282,Tommy Patterson
3283,Candace Bushnell
3284,Bret Lott
3285,Veronica Roth
3286,Tim LaHaye
3286,Jerry B. Jenkins
3287,Michael Pollan
3288,خولة حمدي
3289,Ellen Schreiber
3290,Kristin Hannah
3291,Tad Williams
3292,Adrian Conan Doyle
3292,John Dickson Carr
3293,Anna Quindlen
3294,Elena Ferrante
3294,Ann Goldstein
3295,Trudi Canavan
3296,Joshua Ferris
3297,Monica  Murphy
3298,Robin Hobb
3299,Maeve Binchy
3300,John Grisham
3301,Hisaya Nakajo
3301,David Ury
3302,Juliet Marillier
3303,Eric Carle
3304,Judy Blume
3305,Seth Godin
3306,Rudyard Kipling
3307,Candice Millard
3308,Atul Gawande
3308,Susanne Kuhlmann-Krieg
3309,Jim Butcher
3310,Roland Barthes
3310,Richard Howard
3311,Amy Tan
3312,Mary Kubica
3313,Andrew Davidson
3314,Neal Stephenson
3315,Elizabeth  Smart
3315,Chris Stewart
3316,Michael Buckley
3316,Peter Ferguson
3317,Terry Pratchett
3317,Stephen Briggs
3318,Caragh M. O'Brien
3319,Derek Landy
3319,Tom Percival
3320,Andy Warhol
3321,Vladimir Nabokov
3322,Tracy Chevalier
3323,Charles Dickens
3323,Michael Slater
3324,B.J. Novak
3325,Terry Pratchett
3325,Stephen Briggs
3326,Rachel Caine
3327,Nathan Filer
3328,Madeleine Roux
3329,Margaret Atwood
3330,Kim Harrison
3331,John Piper
3332,Holly Black
3333,Carl Hiaasen
3334,Alice Hoffman
3335,Jonah Lehrer
3336,Rachel Caine
3337,Neal Shusterman
3338,David Foster Wallace
3339,Eoin Colfer
3340,Anne Rice
3341,Brandon Sanderson
3342,Albert Camus
3342,Justin O''Brien
3343,Lauren Graham
3344,Robert Frost
3345,Becky Albertalli
3346,Elizabeth Gaskell
3346,Pam Morris
3347,A.G. Howard
3348,Virginia Lee Burton
3349,Primo Levi
3349,Stuart J. Woolf
3349,Philip Roth
3350,Cinda Williams Chima
3351,Jules Verne
3351,Caleb Carr
3351,Jordan Stump
3352,Susan Vreeland
3353,William Steig
3354,Philippa Gregory
3355,Harlan Coben
3356,Carolyn Jessop
3356,Laura Palmer
3357,David Baldacci
3358,Douglas Adams
3359,Terry Pratchett
3360,Stephen R. Donaldson
3361,Marcus Buckingham
3361,Curt Coffman
3362,Terry Pratchett
3363,Dr. Seuss
3364,Thornton Wilder
3364,Donald Margulies
3364,Tappan Wilder
3365,Sara Shepard
3366,Michael Connelly
3367,David Baldacci
3368,Emily Carroll
3369,Anthony Horowitz
3370,Michael Ende
3371,Blake Crouch
3372,Sarah Dessen
3373,Ayana Mathis
3374,Dean Koontz
3375,V.C. Andrews
3376,Jane Yolen
3376,John Schoenherr
3377,Fyodor Dostoyevsky
3377,Constance Garnett
3377,Gary Saul Morson
3378,Patricia Briggs
3379,Honoré de Balzac
3380,Jo Nesbø
3380,Don Bartlett
3381,Sylvia Plath
3381,Ted Hughes
3382,Sherrilyn Kenyon
3383,Paulo Coelho
3384,R.L. Mathewson
3385,Andrew Ross Sorkin
3386,Kristin Hannah
3387,John Steinbeck
3387,Susan Shillinglaw
3388,William Faulkner
3389,Zoe Sugg
3389,Siobhan Curham
3390,Carol Ryrie Brink
3391,Janet Evanovich
3392,J.I. Packer
3393,R.A. Salvatore
3394,Harlan Coben
3395,Neil Gaiman
3395,Marc Hempel
3395,Richard Case
3395,D''Israeli
3395,Teddy Kristiansen
3395,Glyn Dillon
3395,Charles Vess
3395,Dean Ormston
3395,Kevin Nowlan
3395,Todd Klein
3395,Frank McConnell
3419,Harriet Jacobs
3396,Neil Gaiman
3396,Mike Allred
3396,Gary Amaro
3396,Mark Buckingham
3396,David Giordano
3396,Tony Harris
3396,Steve Leialoha
3396,Vince Locke
3396,Shea Anton Pensa
3396,Alec Stevens
3396,Bryan Talbot
3396,John Watkiss
3396,Todd Klein
3396,Michael Zulli
3396,Stephen King
3398,Hans Christian Andersen
3398,Jerry Pinkney
3399,Miguel Ruiz
3400,Graham Greene
3400,Monica Ali
3401,Jennifer Weiner
3402,Felix Salten
3402,Barbara Cooney
3403,Ursula K. Le Guin
3404,Herodotus
3404,Aubrey de Sélincourt
3404,John M. Marincola
3405,K. Bromberg
3406,Matthew Pearl
3407,Jean M. Auel
3408,Patricia Briggs
3409,Paulo Coelho
3410,James A. Michener
3411,Kimberly Derting
3412,Ian McEwan
3413,Stephen R. Covey
3413,A. Roger Merrill
3413,Rebecca R. Merrill
3414,Anne McCaffrey
3415,Nancy Garden
3416,Michael Crichton
3417,Jonathan Lethem
3418,Malorie Blackman
3420,Michael Scott
3421,Ron Chernow
3422,Kristen Proby
3423,T. Harv Eker
3424,C.C. Hunter
3425,Michael Chabon
3425,Hans Hermann
3426,Molly McAdams
3427,Julie Otsuka
3428,Tom Robbins
3429,Jennifer McMahon
3430,Sara Shepard
3431,Tess Gerritsen
3432,Marina Keegan
3433,Paolo Giordano
3433,Shaun Whiteside
3434,Nicole  Williams
3435,Neil Gaiman
3435,Skottie Young
3436,G. Willow Wilson
3436,Adrian Alphona
3437,Nalini Singh
3438,أثير عبدالله النشمي
3439,Gennifer Choldenko
3440,Guillermo del Toro
3440,Chuck Hogan
3441,Maggie Stiefvater
3442,Pamela Druckerman
3442,Abby Craden
3443,Patricia Cornwell
3444,Megan Whalen Turner
3445,Richelle Mead
3446,Sarah Winman
3447,Lang Leav
3448,Francis Chan
3448,Danae Yankoski
3450,Tom Franklin
3451,Rainer Maria Rilke
3451,Reginald Snell
3451,Franz Xaver Kappus
3452,Meg Cabot
3453,Anna Banks
3454,Sherrilyn Kenyon
3455,James Patterson
3456,Ann Patchett
3457,Charles Baudelaire
3457,Richard Howard
3458,Janet Evanovich
3458,Lee Goldberg
3459,Pierre-Ambroise Choderlos de Laclos
3459,Douglas Parmée
3460,E. Nesbit
3461,David Baldacci
3463,Ilona Andrews
3464,Aldous Huxley
3465,Irwin Shaw
3466,Gilly Macmillan
3467,Michael Connelly
3468,Sheri Reynolds
3469,Pat Frank
3470,Vince Flynn
3471,Kazu Kibuishi
3472,Flannery O'Connor
3473,L.J. Smith
3474,Anthony  Ryan
3475,Lisa Scottoline
3476,Nick Hornby
3477,Anne Rice
3478,Kevin Hearne
3479,Sister Souljah
3480,Shunryu Suzuki
3481,Han Kang
3481,Deborah     Smith
3482,Franz Kafka
3482,Mark Harman
3482,Regaip Minareci
3482,Şerif Yeşilbucak
3483,Mark  Lawrence
3484,Jonathan Swift
3485,Sam Harris
3486,L.J. Smith
3487,Susane Colasanti
3488,Edmund Morris
3489,Connie Willis
3490,David Baldacci
3536,Tamora Pierce
3491,Bryan Stevenson
3492,David Eddings
3493,Brian L. Weiss
3494,Michael Connelly
3495,Keith Ferrazzi
3496,Jeaniene Frost
3497,Tamora Pierce
3498,Melina Marchetta
3499,Kimon Nicolaides
3499,Mamie Harmon
3500,R.A. Salvatore
3501,Lorna Landvik
3502,Kate DiCamillo
3502,K.G. Campbell
3503,Cecelia Ahern
3504,Edward P. Jones
3505,James     Baldwin
3506,Yuu Watase
3507,Michael Connelly
3508,Marcel Proust
3508,Simon Vance
3508,Lydia Davis
3509,Don    Wood
3509,Audrey Wood
3510,Laurell K. Hamilton
3511,Isabel Allende
3511,Margaret Sayers Peden
3512,Daniel H. Wilson
3513,Dean Koontz
3514,Jeaniene Frost
3515,Janet Evanovich
3516,Marian Keyes
3517,James Patterson
3517,Maxine Paetro
3518,Sue Townsend
3519,W. Somerset Maugham
3520,Edward Gorey
3521,Mike Carey
3521,Glenn Fabry
3521,Neil Gaiman
3522,Chloe Neill
3523,James     Baldwin
3524,Jasper Fforde
3525,Naoki Higashida
3525,K.A. Yoshida
3525,David Mitchell
3526,Rick Riordan
3527,Jeaniene Frost
3528,Jon Krakauer
3530,David Eddings
3531,Janette Oke
3532,Joe Abercrombie
3533,Jeffrey Archer
3534,Brent Weeks
3535,W.B. Yeats
3535,Richard J. Finneran
3537,David Baldacci
3538,أحمد مراد
3539,Barbara Shook Hazen
3539,Robert Lewis May
3539,Richard Scarry
3540,Haruki Murakami
3540,Jay Rubin
3540,Alfred Birnbaum
3541,Frederik Pohl
3542,Kerry Patterson
3542,Joseph Grenny
3542,Ron McMillan
3542,Al Switzler
3542,Stephen R. Covey
3543,Thomas Cahill
3544,Robert Kirkman
3544,Tony Moore
3544,Charlie Adlard
3544,Cliff Rathburn
3545,Mary Roach
3546,Ruth Reichl
3547,Terry Pratchett
3548,William  Gibson
3549,Maya Banks
3550,Alice Sebold
3551,P.D. James
3552,Thomas Hobbes
3552,C.B. Macpherson
3553,Sandra Brown
3554,K. Bromberg
3555,Sloane Crosley
3556,Antonia Fraser
3557,Michelle Magorian
3558,Tabitha Suzuma
3559,Rob Thomas
3559,Jennifer Graham
3560,Philip Roth
3561,J.R. Moehringer
3562,Brian Jacques
3563,Cinda Williams Chima
3564,Danny Sugerman
3564,Jerry Hopkins
3565,Marguerite Henry
3565,Wesley Dennis
3566,David Mitchell
3567,Jane Green
3568,Haven Kimmel
3569,Sidney Sheldon
3570,Nathaniel Philbrick
3571,Kresley Cole
3572,Joseph J. Ellis
3573,William Gibson
3573,Bruce Sterling
3574,Lauren Weisberger
3575,A.L. Singer
3575,Walt Disney Company
3576,Rebecca Donovan
3577,Darren Shan
3578,Guy Gavriel Kay
3579,Nora Ephron
3580,Louisa May Alcott
